mds1	mds2	window_N	window_pos	window_id	outlier
-0.618250145052273	0.118304970767193	1	32208	chrchr20:1-41458	N
-0.586349875140084	0.109107044463019	2	53301	chrchr20:41459-60436	N
-0.619937111961993	0.126446176229605	3	71218	chrchr20:60437-87677	N
-0.62510079044701	0.153950826385318	4	92134	chrchr20:87678-97463	N
-0.574861027713264	0.00435117290746172	5	99935	chrchr20:97464-111172	N
-0.589131429178141	0.0799036542943709	6	116299	chrchr20:111173-124667	N
-0.593966046563501	-0.0179144604931427	7	130453	chrchr20:124668-139144	N
-0.651705984437838	0.0645771759962509	8	156406	chrchr20:139145-170755	N
-0.606979012596221	-0.0275950453603378	9	174718	chrchr20:170756-195281	N
-0.679327733945004	0.0750337966005937	10	216582	chrchr20:195282-225874	mds1
-0.658094921767927	0.059851831353876	11	241616	chrchr20:225875-271902	N
-0.62692710319613	0.10240359254029	12	286967	chrchr20:271903-291774	N
-0.664360279702178	0.0777992035699921	13	299784	chrchr20:291775-314939	N
-0.66780103258807	0.0152069586071919	14	322878	chrchr20:314940-333847	N
-0.609041510713532	0.0705101591212639	15	359965	chrchr20:333848-371653	N
-0.595815579180743	0.0213241829775833	16	379543	chrchr20:371654-390245	N
-0.635858322035636	0.0805302338634028	17	400103	chrchr20:390246-422231	N
-0.643010087666899	0.148198690366234	18	437771	chrchr20:422232-455324	N
-0.647075083143104	0.08409900020491	19	473904	chrchr20:455325-490712	N
-0.645328967323477	0.078313465932102	20	507887	chrchr20:490713-527613	N
-0.622330967039555	0.127965723833256	21	537404	chrchr20:527614-554703	N
-0.66103944692439	0.12490784491845	22	567215	chrchr20:554704-594527	N
-0.62284272456281	0.166892954117619	23	606015	chrchr20:594528-619839	N
-0.559660419298201	0.19535031707507	24	638722	chrchr20:619840-663771	N
-0.647870927077932	0.104841906145448	25	673059	chrchr20:663772-682358	N
-0.640029618733528	0.158875145779316	26	694069	chrchr20:682359-713467	N
-0.629555630922642	0.160649975284574	27	727075	chrchr20:713468-735210	N
-0.67127063906334	0.0691827918914164	28	748656	chrchr20:735211-770162	mds1
-0.652153524800999	0.109361332394466	29	781712	chrchr20:770163-792989	N
-0.689007659815571	0.0333760941606023	30	807501	chrchr20:792990-820246	mds1
-0.684990923044924	-0.0332942736931258	31	881224	chrchr20:820247-889227	mds1
-0.698155797296769	0.0648734088651753	32	900740	chrchr20:889228-927707	mds1
-0.651943486945243	0.0199675803501968	33	936262	chrchr20:927708-949679	N
-0.683557667066682	-0.0257041596759037	34	960025	chrchr20:949680-976429	mds1
-0.693099780154036	-0.00594321203272926	35	999461	chrchr20:976430-1005785	mds1
-0.680051327775415	0.0125685912860607	36	1022520	chrchr20:1005786-1032729	mds1
-0.703026114234371	-0.0575571833444456	37	1052127	chrchr20:1032730-1097187	mds1
-0.717831578746761	-0.0668334934697705	38	1106205	chrchr20:1097188-1126079	mds1
-0.693552149225363	-0.158881011496529	39	1173339	chrchr20:1126080-1183874	mds1
-0.611707593049931	-0.229090483875651	40	1207647	chrchr20:1183875-1221317	N
-0.422526981051231	-0.151002809740062	41	1223887	chrchr20:1221318-1231147	N
-0.723309179609714	-0.119414341892638	42	1246427	chrchr20:1231148-1272961	mds1
-0.692938285383842	-0.183973644292725	43	1290718	chrchr20:1272962-1297051	mds1
-0.644597729540471	-0.15380060519779	44	1310114	chrchr20:1297052-1326453	N
-0.663124277379334	-0.24362409003722	45	1337502	chrchr20:1326454-1349354	mds2
-0.712544962820769	-0.180952172788709	46	1365717	chrchr20:1349355-1379261	mds1
-0.680758477478671	-0.212915324713679	47	1400395	chrchr20:1379262-1411334	mds1
-0.66702961349614	-0.168890625259162	48	1435165	chrchr20:1411335-1468469	N
-0.694592037062731	-0.141955478827787	49	1480834	chrchr20:1468470-1501810	mds1
-0.701129755081853	-0.195755668030764	50	1520025	chrchr20:1501811-1541287	mds1
-0.684229062336305	-0.210780235439347	51	1543245	chrchr20:1541288-1562103	mds1
-0.688948973897746	-0.188721319360288	52	1571283	chrchr20:1562104-1587371	mds1
-0.730557812434759	-0.0749782244966411	53	1595177	chrchr20:1587372-1603862	mds1
-0.682690455728545	-0.128950841116149	54	1630563	chrchr20:1603863-1652760	mds1
-0.647928970093619	-0.119136837927045	55	1658206	chrchr20:1652761-1668077	N
