mds1	mds2	window_N	window_pos	window_id	outlier
-0.202798291095054	-0.436405595582942	1	97151	chrchr20:1-99873	N
-0.148780621990834	-0.159098662678038	2	125722	chrchr20:99874-292415	N
-0.177343305166069	0.0496777185519579	3	437766	chrchr20:292416-534474	N
-0.129893410072543	0.0640792386228717	4	617092	chrchr20:534475-681745	N
-0.20135008219296	0.128590548408109	5	776931	chrchr20:681746-1004903	N
-0.1599981020667	0.228717069337142	6	1207076	chrchr20:1004904-1223680	N
-0.0710272975803811	-0.307106288607598	7	1299652	chrchr20:1223681-1371882	N
-0.173474196054818	0.183936152083093	8	1540461	chrchr20:1371883-1610680	N
-0.0446854403322072	-0.0430499761300198	9	1669316	chrchr20:1610681-1860069	N
-0.0681493873046554	-0.0611932624484511	10	1910588	chrchr20:1860070-1971850	N
-0.0811823373926205	0.211779980365598	11	2094489	chrchr20:1971851-2195016	N
-0.155245143553549	0.204742470023526	12	2347064	chrchr20:2195017-2509231	N
-0.167068551903817	-0.36981513551335	13	2617893	chrchr20:2509232-2621531	N
-0.17883078544632	0.156604066556325	14	2764764	chrchr20:2621532-2922778	N
-0.14816769863106	0.0898149706161241	15	3277301	chrchr20:2922779-3582178	N
0.067604670338289	0.0478721155705583	16	3754686	chrchr20:3582179-3826344	N
-0.135865371728186	0.0367715406291275	17	3958346	chrchr20:3826345-4411982	N
-0.210374486526538	0.226404476546476	18	4550540	chrchr20:4411983-4991025	N
-0.237219581086411	0.0287913683429797	19	5770969	chrchr20:4991026-6743538	N
-0.215290060473508	0.0499124879013876	20	7419847	chrchr20:6743539-7660885	N
-0.0770286070977256	0.0533015668829366	21	7845069	chrchr20:7660886-8138486	N
-0.200814746376106	0.0493305559411783	22	8147391	chrchr20:8138487-8149375	N
0.0439142965430939	0.0838094223241372	23	8238451	chrchr20:8149376-8390421	N
-0.18856785797929	0.0758020013685051	24	9236363	chrchr20:8390422-10055569	N
-0.175309504040552	-0.303983007873419	25	10753266	chrchr20:10055570-11374843	N
0.00894706317804577	-0.0106194433964286	26	12003368	chrchr20:11374844-13134074	N
-0.166668520381397	0.206709268822972	27	14592857	chrchr20:13134075-15411881	N
0.686466800212544	0.0810800358884234	28	16012312	chrchr20:15411882-16138654	mds1
0.757641178167141	0.0746662199633368	29	16188065	chrchr20:16138655-16336277	mds1
0.694339002103919	0.0973357256799042	30	16384873	chrchr20:16336278-16579312	mds1
0.653261655916678	0.0675961415280681	31	16778045	chrchr20:16579313-16892881	mds1
0.681938353087716	0.00113307666860416	32	17102336	chrchr20:16892882-17447164	mds1
0.438716398435615	-0.274824432077001	33	17578285	chrchr20:17447165-17640121	N
0.215303007944768	-0.33082463679721	34	17737031	chrchr20:17640122-17811175	N
-0.0416071866498094	0.0611684141056207	35	18658882	chrchr20:17811176-19820022	N
0.0369028605379501	-0.31719235089324	36	20313519	chrchr20:19820023-21058873	N
-0.0467795414699913	-0.347444096697437	37	21125223	chrchr20:21058874-21756226	N
0.232813998261686	0.137173510404185	38	22255203	chrchr20:21756227-22569659	N
-0.0608027787299176	0.0688214609921792	39	23233446	chrchr20:22569660-23365437	N
0.192489204716885	0.153751003475906	40	23373825	chrchr20:23365438-23379744	N
-0.179852826021871	0.0957907292425179	41	23383250	chrchr20:23379745-23459561	N
-0.13807260886543	-0.298119211445396	42	23699446	chrchr20:23459562-23704022	N
-0.22507492372531	0.0804746021981735	43	23707552	chrchr20:23704023-23956408	N
-0.160872388489892	0.106746513257713	44	24203467	chrchr20:23956409-24408841	N
-0.142142849018805	0.0572916478408927	45	24410002	chrchr20:24408842-24517995	N
