mds1	mds2	window_N	window_pos	window_id	outlier
0.135573189076095	-0.0874226345849114	1	90673	chrchr20:1-127443	N
0.029895226563272	-0.0865702311047308	2	286389	chrchr20:127444-338462	N
0.0882156333874181	0.00273748438566271	3	479283	chrchr20:338463-561704	N
0.0802107065289891	-0.124561256180593	4	671045	chrchr20:561705-682071	N
0.0470718513676913	-0.0433727404791796	5	811543	chrchr20:682072-1004367	N
0.0112111952949537	-0.11644280348674	6	1124277	chrchr20:1004368-1192811	N
-0.102497926772443	-0.0321985776304062	7	1223491	chrchr20:1192812-1223912	N
-0.0220951706238661	-0.119867342279027	8	1294903	chrchr20:1223913-1349323	N
0.0900000465166786	-0.17868504090038	9	1406639	chrchr20:1349324-1536701	N
0.0220537768594856	-0.160031074261046	10	1603256	chrchr20:1536702-1655492	N
0.0576463515480702	-0.237728954525213	11	1775100	chrchr20:1655493-1868805	N
0.0398936659192072	-0.0635213463462478	12	1897981	chrchr20:1868806-1927506	N
0.0749530000778901	-0.0868427097698986	13	2062222	chrchr20:1927507-2237236	N
0.0356882337827038	-0.150629307266688	14	2426453	chrchr20:2237237-2509990	N
0.123041965213065	-0.0800678585605692	15	2617577	chrchr20:2509991-2619209	N
-0.00481622686080087	-0.0966172086476727	16	2630411	chrchr20:2619210-2877472	N
-0.458329990550014	0.0936592374048449	17	3154423	chrchr20:2877473-3289720	N
-0.41263133202879	0.0532580320030672	18	3378851	chrchr20:3289721-3416363	N
-0.586616227350174	0.114521737790954	19	3561750	chrchr20:3416364-3587665	N
-0.596786493006847	0.145131372344728	20	3608529	chrchr20:3587666-3627825	N
-0.603382062934355	0.139003596540308	21	3700323	chrchr20:3627826-3732346	N
-0.435172737986676	0.0605977581505754	22	3786871	chrchr20:3732347-3822004	N
-0.580221073517477	0.103867828538574	23	3863836	chrchr20:3822005-3900279	N
-0.560655029713558	0.10848726212579	24	3932267	chrchr20:3900280-4169804	N
0.0633021918565474	0.302932358004111	25	4470236	chrchr20:4169805-4513476	N
-0.26531764109761	0.314656549228386	26	4598242	chrchr20:4513477-4686278	N
0.152712918192629	0.481478681059876	27	4711217	chrchr20:4686279-4732655	N
0.0237028059812706	0.347306801474463	28	4811465	chrchr20:4732656-4851211	N
-0.555136939658877	0.185053567695828	29	4862900	chrchr20:4851212-4901302	N
0.0391272604678419	0.340446733261364	30	5002827	chrchr20:4901303-5026167	N
-0.0325819325096414	0.311315980754327	31	5123119	chrchr20:5026168-5232519	N
-0.0636655800192905	0.243096662683569	32	5296667	chrchr20:5232520-5337238	N
-0.220170521194428	0.239103244334025	33	5387454	chrchr20:5337239-5435936	N
-0.121474913815645	0.302420231897111	34	5619471	chrchr20:5435937-5656449	N
-0.56583297590254	0.0756229937465714	35	5689027	chrchr20:5656450-5717183	N
-0.537714080215298	0.0682461125202413	36	5770922	chrchr20:5717184-5807733	N
-0.565926076396413	0.0760013966608253	37	5833219	chrchr20:5807734-5878697	N
-0.343838362689343	0.0293308861523328	38	6277194	chrchr20:5878698-7049590	N
0.110997635254084	-0.0749541715752642	39	7685205	chrchr20:7049591-7872546	N
0.160161595960175	0.0412465364606225	40	8138309	chrchr20:7872547-8148465	N
