mds1	mds2	window_N	window_pos	window_id	outlier
0.160153090821177	0.0825951489114497	1	37153	chrchr20:1-54354	N
0.348538547030025	0.121752345698185	2	63010	chrchr20:54355-85868	N
0.354052852444291	0.0735652516084038	3	91979	chrchr20:85869-97151	N
0.342278327386341	0.0755133111706024	4	99544	chrchr20:97152-111595	N
0.186216730047261	0.103971350065017	5	119630	chrchr20:111596-127001	N
0.35670369749414	0.10740025211374	6	138727	chrchr20:127002-158848	N
0.455743294300347	0.0887416426621699	7	171944	chrchr20:158849-189128	N
0.448485629724834	0.110165126338364	8	216749	chrchr20:189129-227630	N
0.370052228255276	0.115036662683851	9	245938	chrchr20:227631-283130	N
0.146719193651905	0.0914599827625174	10	290425	chrchr20:283131-299784	N
0.451005572228058	0.0940800704315874	11	316334	chrchr20:299785-329722	N
0.381044897880327	0.118676958492737	12	379545	chrchr20:329723-371653	N
0.320552082286979	0.124187024560625	13	408308	chrchr20:371654-393924	N
0.228521170974233	0.124986501652997	14	457739	chrchr20:393925-437245	N
0.454077926238043	0.125174687252451	15	503498	chrchr20:437246-483531	N
0.356871558314917	0.119605705734392	16	540381	chrchr20:483532-527531	N
0.338421543838382	0.125994867573059	17	585084	chrchr20:527532-561713	N
0.354840395586414	0.0999065071366261	18	629413	chrchr20:561714-609700	N
0.213607512552179	0.0785241437710538	19	673262	chrchr20:609701-664125	N
0.370814613990222	0.136540678422687	20	696988	chrchr20:664126-683974	N
0.409512652935719	0.0842565395620457	21	732135	chrchr20:683975-719736	N
0.368061851125332	0.0426167884762424	22	776863	chrchr20:719737-748055	N
0.355138282405095	0.0812418399709214	23	813362	chrchr20:748056-787665	N
0.486557065190455	0.0378792518973962	24	889927	chrchr20:787666-853195	mds1
0.0194615254398464	0.117834708546688	25	936475	chrchr20:853196-918843	N
0.453756174361226	0.061592859266564	26	972278	chrchr20:918844-953900	N
0.330962934637272	-0.00766990461696428	27	1013794	chrchr20:953901-1001795	N
0.401855497315436	0.0420669629099666	28	1095838	chrchr20:1001796-1041813	N
0.116166303486728	-0.0166156124450914	29	1156449	chrchr20:1041814-1120229	N
0.191851584744138	-0.0312321745454461	30	1207642	chrchr20:1120230-1179147	N
0.0152773057081268	0.0540425514631974	31	1223986	chrchr20:1179148-1223407	N
0.35088374532739	-0.0109344312364553	32	1274585	chrchr20:1223408-1238713	N
-0.0267321085644985	0.0300731986004019	33	1297070	chrchr20:1238714-1296277	N
0.325074591833235	-0.0659393106830968	34	1333993	chrchr20:1296278-1314539	N
0.149846006446293	0.0912277710571846	35	1374929	chrchr20:1314540-1356063	N
0.408187046244669	0.0474660391222644	36	1425382	chrchr20:1356064-1405828	N
0.354748959946463	0.00143144451229942	37	1491154	chrchr20:1405829-1461349	N
0.182397099465389	0.0902019601081979	38	1538537	chrchr20:1461350-1519746	N
0.108785123694515	0.0903287307201102	39	1559384	chrchr20:1519747-1543080	N
0.294952122583097	0.0805196119975635	40	1588979	chrchr20:1543081-1570671	N
0.0721377240965895	0.0675923694285071	41	1611840	chrchr20:1570672-1602853	N
0.0162016210635266	0.103089334128603	42	1655595	chrchr20:1602854-1649826	N
0.122673025757628	0.0604159876809162	43	1677883	chrchr20:1649827-1666695	N
0.199799320622721	0.0864569737189431	44	1726013	chrchr20:1666696-1712148	N
0.344776202024562	0.0588571552563641	45	1779312	chrchr20:1712149-1761113	N
0.326484913974488	0.0493074326109625	46	1816942	chrchr20:1761114-1806194	N
0.244364723928547	0.0938902419709923	47	1860069	chrchr20:1806195-1843087	N
0.047261562144343	0.0785316151244989	48	1885088	chrchr20:1843088-1870029	N
0.17502243505021	0.0737148795995694	49	1910745	chrchr20:1870030-1891735	N
0.0913851033041796	0.128068224497482	50	1934332	chrchr20:1891736-1925364	N
0.260546865384257	0.11252611618883	51	1993488	chrchr20:1925365-1971577	N
0.18828913470161	0.0528179651979948	52	2020426	chrchr20:1971578-2010723	N
0.360399157589624	0.0939697947059696	53	2068790	chrchr20:2010724-2044978	N
0.449533210435936	0.0284694942123939	54	2136913	chrchr20:2044979-2097792	N
0.397561627069054	0.0361658104367721	55	2238806	chrchr20:2097793-2195794	N
0.38031159831744	0.0759271730613258	56	2349980	chrchr20:2195795-2312954	N
0.360955033776838	0.10741776789298	57	2462149	chrchr20:2312955-2395743	N
0.338831583519255	0.0482411659823222	58	2549884	chrchr20:2395744-2509709	N
-0.0570916995965804	0.119238256671241	59	2619029	chrchr20:2509710-2595959	N
0.501493875688966	0.076438352439582	60	2653616	chrchr20:2595960-2621389	mds1
0.389437401467571	0.0814840109760025	61	2793763	chrchr20:2621390-2741288	N
0.227674482911056	0.0858862856849173	62	2922674	chrchr20:2741289-2880222	N
0.313792421551643	0.0583626209579117	63	3004181	chrchr20:2880223-2967595	N
0.315202491488304	0.0714827738814292	64	3039463	chrchr20:2967596-3022649	N
0.457334768757462	0.0491022643018231	65	3081296	chrchr20:3022650-3047195	N
0.37593160645462	0.0691347425264908	66	3098850	chrchr20:3047196-3090933	N
0.266422298195237	0.0229658018357417	67	3156324	chrchr20:3090934-3135048	N
0.465664304372594	0.0996261570554236	68	3186867	chrchr20:3135049-3160462	N
0.283844868693012	-0.0135543983999996	69	3202314	chrchr20:3160463-3196230	N
0.410795328370635	-0.0982799181829694	70	3215292	chrchr20:3196231-3209778	N
0.521599788327343	-0.110664708689531	71	3227251	chrchr20:3209779-3220680	mds1
0.520718347917279	-0.152729164064481	72	3242641	chrchr20:3220681-3235820	mds1
0.389263793055687	-0.0392745740459569	73	3259480	chrchr20:3235821-3250247	N
0.391229276952901	-0.148248975639925	74	3274373	chrchr20:3250248-3267372	N
0.356329111978275	-0.0883816553078044	75	3290738	chrchr20:3267373-3284855	N
0.408349608634267	-0.0986749698461575	76	3302366	chrchr20:3284856-3294508	N
0.426137141763466	-0.043333367526166	77	3312029	chrchr20:3294509-3307818	N
0.352012315165714	0.00887737082558996	78	3329247	chrchr20:3307819-3320127	N
0.273855538843426	-0.0717914289568855	79	3349596	chrchr20:3320128-3338842	N
0.160984694747371	0.0687221177900419	80	3367998	chrchr20:3338843-3362059	N
0.117080259877671	0.123293141145398	81	3400673	chrchr20:3362060-3376068	N
0.0929498732164946	-0.0103402182026901	82	3414528	chrchr20:3376069-3394698	N
0.33421023135553	0.071587101222506	83	3421580	chrchr20:3394699-3408174	N
0.398153936696636	-0.0886385797909987	84	3436111	chrchr20:3408175-3417086	N
0.39544188147651	0.0601582674426605	85	3448722	chrchr20:3417087-3431290	N
0.164456444703152	0.0713264695578425	86	3466764	chrchr20:3431291-3442856	N
0.101350744499122	0.0738227385367308	87	3474095	chrchr20:3442857-3459795	N
0.235486154860512	-0.0539671401426281	88	3484450	chrchr20:3459796-3471017	N
0.136415928009164	-0.0790001477478932	89	3500291	chrchr20:3471018-3478426	N
0.16334178207861	-0.0600104240209726	90	3519878	chrchr20:3478427-3492020	N
0.257043478077866	-0.253987869626509	91	3555286	chrchr20:3492021-3509913	N
0.0948850907538821	-0.114757221769507	92	3569877	chrchr20:3509914-3534628	N
0.00919694841712219	0.00198349327245812	93	3588575	chrchr20:3534629-3563712	N
0.451157331182938	-0.0915636291843564	94	3603697	chrchr20:3563713-3579430	N
0.443861894159175	-0.0202586824381877	95	3630786	chrchr20:3579431-3595092	N
0.352679795627427	-0.115547746466394	96	3658239	chrchr20:3595093-3619016	N
0.348172211647112	-0.048984063841438	97	3694121	chrchr20:3619017-3646000	N
0.506665907571411	-0.099137802633646	98	3709828	chrchr20:3646001-3676115	mds1
0.399897774414807	-0.194515822302631	99	3732742	chrchr20:3676116-3701702	N
0.400622395583875	-0.220351864373488	100	3744636	chrchr20:3701703-3724000	N
0.417675627618303	-0.116024490009814	101	3761013	chrchr20:3724001-3738657	N
0.503638311915628	-0.0365270366600511	102	3782421	chrchr20:3738658-3751984	mds1
0.349670681530825	-0.105205129383242	103	3800558	chrchr20:3751985-3772207	N
0.352585821902681	-0.0320246665817312	104	3820405	chrchr20:3772208-3791636	N
0.382668389561552	-0.0617188038073005	105	3840147	chrchr20:3791637-3811039	N
0.281439648747488	-0.22256341790259	106	3858657	chrchr20:3811040-3832027	N
0.264250546613232	-0.260675774316552	107	3885040	chrchr20:3832028-3847651	N
0.280453592083602	-0.0873598190783213	108	3901810	chrchr20:3847652-3870146	N
0.37877777079929	-0.172432173657319	109	3915747	chrchr20:3870147-3895578	N
0.406309932168199	-0.0956845498585618	110	3929760	chrchr20:3895579-3909191	N
0.458048237231921	-0.00643168663657161	111	3946276	chrchr20:3909192-3923307	N
0.26114455886021	-0.179239169176115	112	3960077	chrchr20:3923308-3937192	N
0.346683850196554	-0.194821194844514	113	3973403	chrchr20:3937193-3952568	N
0.364791912527597	0.0205166000726757	114	4003431	chrchr20:3952569-3965596	N
0.119644287496922	-0.144901345691059	115	4016840	chrchr20:3965597-3992988	N
0.37568435978597	-0.196330652792301	116	4040644	chrchr20:3992989-4009656	N
0.374954376403137	-0.171861578607425	117	4051596	chrchr20:4009657-4029567	N
