P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.100839	4.52307	3.04751e-06	0.15959	7967.96	5309.98	4337.17
APHP	APLP	GL	0.112724	4.95611	3.59598e-07	0.0707146	7924.87	5381.06	4290.81
APLP	APHP	MADHP	0.0432932	2.45754	0.00699454	0.0236265	11902	4093.4	3753.67
APLP	APHP	MADLP	0.0454613	2.49967	0.00621541	0.0263058	11840.3	4095.71	3739.51
APLP	APHP	OH	0.0357699	2.03484	0.0209334	0.0537333	11879.5	4112.44	3828.4
APLP	APHP	OL	0.0418725	2.48109	0.00654912	0.0453391	11958.4	4113.98	3783.31
APHP	APLP	TACHP	0.0441592	3.61802	0.000148432	0.0347845	8648.49	4761.52	4358.77
APHP	APLP	TACLP	0.042208	3.34252	0.000415113	0.0230664	8720.71	4746.56	4362.1
GL	GH	APHP	0.0004706	0.0153952	0.493858	0.00118059	10458.4	3480.69	3477.42
GH	APHP	MADHP	0.0231267	1.28647	0.0991388	0.0161122	9264.53	5086.68	4856.72
GH	APHP	MADLP	0.0247747	1.36614	0.0859468	0.0183179	9204.17	5090.33	4844.2
GH	APHP	OH	0.000753379	0.0530676	0.478839	0.00151937	9191.37	5055.13	5047.52
GH	APHP	OL	0.014492	0.984316	0.16248	0.02043	9295.38	5081.7	4936.52
APHP	TACHP	GH	0.0193169	1.04308	0.148456	0.0394009	5438.31	6337.44	6097.24
APHP	TACLP	GH	0.0106375	0.493781	0.31073	0.0217395	5435.32	6295.67	6163.14
GL	APHP	MADHP	0.0287195	1.36711	0.0857951	0.0198948	9278.63	5104.06	4819.07
GL	APHP	MADLP	0.0275744	1.37663	0.0843139	0.0203211	9207.16	5096.59	4823.06
GL	APHP	OH	0.00295972	0.187029	0.425819	0.00594866	9195.05	5062.08	5032.21
GL	APHP	OL	0.0151826	0.901102	0.183767	0.0213883	9296.36	5085.96	4933.83
APHP	TACHP	GL	0.04754	2.33243	0.00983906	0.0386118	5307.83	6558.79	5963.48
APHP	TACLP	GL	0.0356374	1.63087	0.0514592	0.0289777	5320.41	6491.73	6044.95
MADHP	MADLP	APHP	0.0105594	1.49315	0.0676993	0.00923336	13745.7	3062.33	2998.33
MADHP	OH	APHP	0.00439272	0.587128	0.278559	0.0060026	9779.75	4756.6	4714.99
OL	MADHP	APHP	0.00409591	0.51435	0.303504	0.00514262	10668	4392.09	4356.26
TACHP	APHP	MADHP	0.0623694	4.2606	1.0194e-05	0.0436518	8977.35	5458.43	4817.53
TACLP	APHP	MADHP	0.058818	3.34491	0.000411543	0.0414181	8910.43	5460.4	4853.75
OH	MADLP	APHP	0.00233491	0.261341	0.396915	0.00324969	9613.74	4805.99	4783.6
OL	MADLP	APHP	0.0114042	1.18664	0.117685	0.0143315	10628.8	4426.77	4326.94
TACHP	APHP	MADLP	0.0656019	4.97558	3.25256e-07	0.0484931	8918.68	5463.76	4791.03
TACLP	APHP	MADLP	0.0632163	4.17195	1.51001e-05	0.0469223	8849.85	5463.82	4814.09
OL	OH	APHP	0.00781974	1.3095	0.0951831	0.0111163	9463.92	4990.19	4912.75
TACHP	APHP	OH	0.0405157	4.13318	1.78886e-05	0.0777794	8887.26	5409.95	4988.64
TACLP	APHP	OH	0.0395535	3.44409	0.000286495	0.076197	8824.46	5416.04	5003.89
TACHP	APHP	OL	0.0507415	4.7438	1.04875e-06	0.0698858	8975.76	5421.01	4897.44
TACLP	APHP	OL	0.0526442	3.99198	3.27618e-05	0.0723299	8921.94	5436.09	4892.35
TACLP	TACHP	APHP	0.0176195	1.03222	0.150985	0.0196689	13799.1	1989.42	1920.53
GH	GL	APLP	0.0158356	0.496976	0.309603	0.0235171	9552.61	3661.89	3547.73
APLP	GH	MADHP	0.0117809	0.574191	0.282919	0.00763486	10094.2	4713.56	4603.79
APLP	GH	MADLP	0.0118381	0.567534	0.285176	0.00812852	10037	4704.19	4594.12
APLP	GH	OH	0.029244	1.74799	0.0402328	0.0522935	9981.17	4864.52	4588.08
APLP	GH	OL	0.0197977	1.11994	0.131369	0.0254331	10109.2	4777.51	4592.02
APLP	GH	TACHP	0.0442209	1.97854	0.0239338	0.0444454	6593.33	5860.73	5364.34
APLP	GH	TACLP	0.0424758	1.70829	0.0437915	0.0292179	6680.13	5839.85	5363.96
APLP	GL	MADHP	0.0059049	0.225732	0.410705	0.00380706	10212.1	4662.32	4607.58
APLP	GL	MADLP	0.00893133	0.372653	0.354703	0.00610512	10143.8	4669.46	4586.79
APLP	GL	OH	0.0270562	1.40965	0.0793209	0.0480815	10077.2	4824.09	4569.92
APLP	GL	OL	0.019153	0.958764	0.168839	0.0244812	10203.3	4750.5	4571.95
TACHP	APLP	GL	0.0394297	1.25413	0.104897	0.0333891	5180.54	6523.7	6028.76
TACLP	APLP	GL	0.0509697	1.5539	0.0601043	0.0429766	5203.72	6634.06	5990.59
MADHP	MADLP	APLP	0.0079669	0.885463	0.187954	0.00458582	14045.8	3006.26	2958.74
MADHP	OH	APLP	0.0104016	1.21969	0.111292	0.00938899	10032.4	4725.24	4627.95
OL	MADHP	APLP	0.00310935	0.305552	0.379973	0.00257944	10936.4	4320.82	4294.03
TACHP	APLP	MADHP	0.0302914	2.00904	0.0222666	0.0205147	9383.37	5121.98	4820.8
TACLP	APLP	MADHP	0.0267142	1.55561	0.0599005	0.0182255	9303.75	5129.55	4862.61
MADLP	OH	APLP	0.00525889	0.513624	0.303757	0.00482566	9870.63	4756.44	4706.68
OL	MADLP	APLP	0.00862438	0.740552	0.229483	0.00715575	10903.4	4345.24	4270.93
TACHP	APLP	MADLP	0.0319387	2.46774	0.00679854	0.0228205	9327.47	5113.61	4797.07
