P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.0157218	1.32939	0.0918594	0.0254338	7719.75	4467.32	4329.03
APHP	APLP	GL	0.0361982	1.82397	0.0340786	0.0232897	7433.09	4635.11	4311.27
APLP	APHP	MADHP	0.0381203	3.86252	5.61115e-05	0.023595	10589.1	3827.54	3546.45
APLP	APHP	MADLP	0.034465	3.35893	0.000391218	0.0226657	10588.7	3814.28	3560.12
APLP	APHP	OH	0.0265666	2.59284	0.00475932	0.0417551	10379.7	3825.57	3627.56
APLP	APHP	OL	0.0338909	2.66237	0.0038796	0.0359294	10409.6	3866.22	3612.75
APHP	APLP	TACHP	0.0359336	2.30325	0.0106324	0.0330039	7928.06	4466.63	4156.76
APHP	APLP	TACLP	0.0399156	2.24519	0.0123779	0.0210789	7891.91	4504.25	4158.47
GH	GL	APHP	0.0402816	2.91437	0.00178202	0.187133	9557.84	3472.23	3203.33
GH	APHP	MADHP	0.0320555	2.62035	0.00439196	0.024568	8085.78	4714.94	4422.05
GH	APHP	MADLP	0.0386516	3.00826	0.00131373	0.0311896	8120.25	4736.51	4383.99
GH	APHP	OH	0.030359	2.54463	0.00546963	0.0580902	7922.36	4758.99	4478.55
GH	APHP	OL	0.0444191	3.13078	0.000871721	0.0568421	7979.34	4826.67	4416.11
APHP	GH	TACHP	0.0854099	4.04793	2.58366e-05	0.0993604	5371	5922.49	4990.42
APHP	GH	TACLP	0.0840418	3.6534	0.000129397	0.0560911	5356.35	5933.66	5013.63
GL	APHP	MADHP	0.0433056	2.51873	0.00588896	0.0321595	8295.52	4655.78	4269.28
GL	APHP	MADLP	0.0527957	2.78185	0.00270249	0.0411702	8342.14	4689.5	4219.16
GL	APHP	OH	0.0332999	1.98919	0.0233399	0.0619245	8091.27	4659	4358.71
GL	APHP	OL	0.042367	2.0508	0.0201434	0.0531232	8126.63	4705.05	4322.58
APHP	GL	TACHP	0.0737539	3.77048	8.14658e-05	0.0841849	5609.84	5750.31	4960.35
APHP	GL	TACLP	0.0677505	3.00179	0.00134199	0.0443177	5612.67	5727.95	5001.06
MADLP	MADHP	APHP	0.00214306	0.31113	0.377851	0.00267177	12629.1	3015.77	3002.87
MADHP	OH	APHP	0.0237895	1.3569	0.0874072	0.0430512	8788.02	4464.23	4256.77
MADHP	OL	APHP	0.02706	1.46574	0.071359	0.0452677	9642.55	4140.27	3922.1
TACHP	APHP	MADHP	0.0667084	4.9027	4.72644e-07	0.0507757	7962.18	4971.92	4350.07
TACLP	APHP	MADHP	0.0632249	4.70439	1.27316e-06	0.0480635	7963.43	4935.31	4348.35
MADLP	OH	APHP	0.0254404	1.58051	0.0569948	0.0456426	8875.75	4441.22	4220.85
MADLP	OL	APHP	0.0288636	1.64793	0.0496833	0.0478529	9745.9	4118.26	3887.19
TACHP	APHP	MADLP	0.0748568	5.08322	1.85541e-07	0.0597802	8000.82	4997.66	4301.55
TACLP	APHP	MADLP	0.0671899	4.43735	4.55367e-06	0.0538066	7988.82	4947.8	4324.77
OH	OL	APHP	0.00121774	0.299317	0.382349	0.00232177	8637.59	4398.43	4387.73
TACHP	APHP	OH	0.0652389	4.51341	3.18966e-06	0.119079	7805.41	5022.62	4407.41
TACLP	APHP	OH	0.0597243	3.68185	0.000115776	0.109898	7812.83	4992.18	4429.47
TACHP	APHP	OL	0.0791468	4.10504	2.02119e-05	0.0988812	7863.53	5091.44	4344.6
TACLP	APHP	OL	0.0700199	3.27874	0.000521357	0.088358	7845.63	5035.67	4376.62
TACHP	TACLP	APHP	0.00813799	0.486303	0.313376	0.0209601	12231.1	2345.5	2307.63
GH	GL	APLP	0.0668956	2.3513	0.00935402	0.0649877	9385.72	3623.94	3169.49
GH	APLP	MADHP	0.00131136	0.0868385	0.4654	0.000989115	8292.15	4501.92	4490.13
GH	APLP	MADLP	0.0109551	0.682328	0.247516	0.00870327	8314.77	4538.58	4440.21
GH	APLP	OH	0.00904048	0.535493	0.296154	0.017078	8100.26	4600.59	4518.15
GH	APLP	OL	0.0172624	0.853565	0.196673	0.0217489	8172.93	4628.5	4471.41
APLP	GH	TACHP	0.0568416	1.972	0.0243049	0.0685461	5371.02	5784.21	5162.01
APLP	GH	TACLP	0.0520825	1.59984	0.0548174	0.0357592	5361.01	5800.04	5225.78
GL	APLP	MADHP	0.0121177	0.691987	0.244473	0.00877092	8646.65	4401.96	4296.56
GL	APLP	MADLP	0.0248929	1.3026	0.0963549	0.0189273	8680.94	4450.3	4234.12
GL	APLP	OH	0.0116523	0.770592	0.220475	0.021097	8394.26	4440.14	4337.86
GL	APLP	OL	0.014719	0.836043	0.201565	0.0179179	8445.63	4446.75	4317.74
APLP	GL	TACHP	0.045308	2.47656	0.00663268	0.0529026	5721.43	5538.05	5057.97
APLP	GL	TACLP	0.0357636	1.55259	0.0602608	0.0237391	5727.4	5518.84	5137.72
MADHP	MADLP	APLP	0.00236308	0.319623	0.374627	0.00130259	12858.6	2978.21	2964.17
MADHP	OH	APLP	0.0337283	1.78825	0.036868	0.0269408	8974.49	4452.69	4162.13
MADHP	OL	APLP	0.0309548	1.45638	0.0726443	0.0227999	9848.92	4093.17	3847.37
TACHP	APLP	MADHP	0.0376399	2.46836	0.00678671	0.0278211	8278.13	4696.91	4356.15
TACLP	APLP	MADHP	0.0339693	2.00288	0.0225953	0.0250455	8309.92	4654.92	4349.06
MADLP	OH	APLP	0.0322858	1.85969	0.0314649	0.0257002	9053.19	4420.65	4144.13
MADLP	OL	APLP	0.0293584	1.47796	0.0697086	0.0215352	9943.99	4062.88	3831.13
TACHP	APLP	MADLP	0.0488846	2.84825	0.00219799	0.0379493	8308.51	4741.33	4299.37
TACLP	APLP	MADLP	0.0409374	2.15369	0.0156322	0.0318643	8330.63	4689.67	4320.8
OL	OH	APLP	0.00516568	1.03224	0.150981	0.00424916	8803.21	4355.35	4310.58
TACHP	APLP	OH	0.0453471	2.47908	0.00658615	0.0807493	8099.34	4808.68	4391.48
TACLP	APLP	OH	0.0397009	1.93026	0.0267873	0.0712406	8139.85	4775.41	4410.72
TACHP	APLP	OL	0.0536623	2.29764	0.0107911	0.0653217	8179.04	4843.61	4350.24
TACLP	APLP	OL	0.0442631	1.68981	0.0455323	0.0543756	8193.44	4784.23	4378.66
TACHP	TACLP	APLP	0.0154615	0.76278	0.222797	0.010249	11962.5	2422.69	2348.92
GL	GH	MADHP	0.0168346	0.832594	0.202537	0.00778906	12845.5	2827.23	2733.61
GL	GH	MADLP	0.0212892	0.977592	0.164138	0.0103129	12916.7	2825.97	2708.15
GL	GH	OH	0.00348838	0.142604	0.443301	0.00409431	12652.9	2854.54	2834.7
GH	GL	OL	0.00495256	0.156042	0.438	0.00388805	12738.8	2849.18	2821.09
GL	GH	TACHP	0.0208701	0.590892	0.277296	0.0165204	9278.88	3475.85	3333.74
GL	GH	TACLP	0.0283127	0.70334	0.240922	0.012317	9284.51	3507.31	3314.18
MADLP	MADHP	GH	0.0123077	2.3663	0.00898338	0.00790779	12889	2982.76	2910.23
MADHP	OH	GH	0.0256678	1.68273	0.0462137	0.0241739	8998.11	4393.87	4173.96
MADHP	OL	GH	0.0127094	0.890629	0.186564	0.0110469	9916.96	4004.12	3903.62
TACHP	GH	MADHP	0.0378918	2.96157	0.00153037	0.0268606	8720.54	4505.32	4176.35
TACLP	GH	MADHP	0.0339531	2.66307	0.00387153	0.024078	8718.57	4477.52	4183.46
