P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.13898	6.42517	6.58595e-11	0.156896	7404.46	4522.69	3418.96
APHP	APLP	GL	0.131052	4.6261	1.86312e-06	0.07254	7588.62	4480.01	3441.84
APLP	APHP	MADHP	0.0230747	1.42991	0.0763713	0.0113796	10577.9	3243.97	3097.64
APLP	APHP	MADLP	0.0220955	1.24533	0.106505	0.0116146	10569.2	3241.52	3101.37
APLP	APHP	OH	0.0214866	1.48469	0.0688123	0.0300011	10506.9	3233.68	3097.64
APLP	APHP	OL	0.0256317	2.00377	0.0225475	0.0237685	10722	3235.07	3073.37
APHP	APLP	TACHP	0.0596447	4.61751	1.94187e-06	0.041316	7986.74	3987.04	3538.2
APHP	APLP	TACLP	0.0687527	5.13235	1.43077e-07	0.0335912	8149.57	4002.61	3487.64
GL	GH	APHP	0.0322157	1.04271	0.148542	0.052101	10082.8	2583.78	2422.5
GH	APHP	MADHP	0.0230822	1.10311	0.134989	0.0153258	7730.79	4382.35	4184.61
GH	APHP	MADLP	0.0159081	0.764997	0.222137	0.011329	7705.27	4363.12	4226.47
GH	APHP	OH	0.0145715	0.758885	0.223961	0.0277935	7663.65	4375.98	4250.28
GH	APHP	OL	0.00817511	0.475679	0.317152	0.0104418	7822.34	4320.92	4250.85
TACHP	GH	APHP	0.0465414	2.74706	0.00300659	0.13731	5682.24	5206.04	4743
TACLP	GH	APHP	0.0674473	3.1014	0.000963036	0.189249	5699.32	5352.72	4676.29
GL	APHP	MADHP	0.0659194	1.81889	0.0344639	0.0429844	7801.35	4614.19	4043.48
GL	APHP	MADLP	0.0588439	1.64566	0.0499168	0.0411437	7783.41	4602.54	4090.98
GL	APHP	OH	0.0560043	1.66238	0.0482183	0.100297	7752.24	4625.84	4135.19
GL	APHP	OL	0.0361792	1.29221	0.0981422	0.0452956	7848.38	4508.25	4193.43
TACHP	GL	APHP	0.030958	1.14356	0.126402	0.0896171	5911	5024.61	4722.85
TACLP	GL	APHP	0.0536453	2.45821	0.00698149	0.143885	6095.8	5059.01	4543.86
MADHP	MADLP	APHP	0.00132502	0.127037	0.449456	0.00100186	12412.3	2376.14	2369.85
MADHP	OH	APHP	0.00769394	0.984012	0.162555	0.0096809	8303.38	3979.12	3918.36
OL	MADHP	APHP	0.0215199	1.0755	0.141075	0.0237766	9520.23	3630.69	3477.72
TACHP	APHP	MADHP	0.0865165	4.38314	5.84912e-06	0.0562984	7646.91	4761.52	4003.22
TACLP	APHP	MADHP	0.110198	3.34258	0.00041501	0.0716606	7614.29	4942.28	3961.14
MADLP	OH	APHP	0.00687195	0.950876	0.170834	0.00868727	8229.61	3990.75	3936.28
OL	MADLP	APHP	0.0223923	1.30653	0.0956858	0.0247543	9472.38	3635.78	3476.52
