APHP	APLP	GH	9483.47	4530.73	4953.73	7966.93	4354.83	2701.32	7544.13	8889.8	-2244.1
APHP	APLP	GL	9250.84	4631	4986.27	16895.4	4353.21	2368.04	16540.1	8627.31	-2242.2
APHP	APLP	MADHP	13576.6	4143.56	3704.36	17605.5	4354.23	7197.84	18041.8	14245.7	-2241.67
APHP	APLP	MADLP	13509.2	4153.24	3727.46	15395.5	4354.77	7119.47	15814.7	14154.8	-2243.72
APHP	APLP	OH	13378.5	4149.33	3795.34	6339.42	4355.11	6989.92	6689.78	13948.6	-2244.43
APHP	APLP	OL	13508	4159.28	3743.84	8847.71	4352.45	7115.43	9266.08	14132.9	-2239.14
APHP	APLP	TACHP	9529.59	4397.7	4983.06	13413.9	4351.41	2896.72	12829.6	8905.37	-2241.45
APHP	APLP	TACLP	9513.39	4412.44	4977.82	17987	4353.54	2863.19	17420.5	8893.96	-2245.26
APHP	GH	GL	2905.15	3238.06	12091.5	16895.4	7966.55	2366.29	8042.48	-1210.57	2703.11
APHP	GH	MADHP	10062.1	5581.84	5024.82	17605	7966.93	7197.27	18158.4	12989.4	2706.81
APHP	GH	MADLP	10001.6	5598.37	5044.68	15396.3	7965.8	7117.25	15955	12913.7	2701.62
APHP	GH	OH	9859.15	5582.71	5172.03	6338.72	7966.93	6990.1	6746.53	12647.5	2700.99
APHP	GH	OL	10004.8	5608.84	5079.71	8846.89	7966.93	7113.85	9370.52	12881.4	2701.96
APHP	GH	TACHP	5819.7	5640.55	7416.61	13424	7966.93	2895.01	11641	6370.78	2705.82
APHP	GH	TACLP	5841.07	5692.86	7356.17	17986.5	7966.93	2860.27	16323.2	6453.9	2700.59
APHP	GL	MADHP	10332.3	5519.08	4932.27	17605	16895.4	7195.37	18190.4	22297	2368.21
APHP	GL	MADLP	10269.7	5533.52	4963.71	15394.9	16895.4	7121.07	15974.2	22203.1	2371.04
APHP	GL	OH	10117.3	5508	5093.14	6339.72	16895.4	6995.02	6757.28	21920.7	2367.76
APHP	GL	OL	10280.1	5551.18	5004.45	8847.07	16895.4	7112.37	9392.64	22172.4	2367.88
APHP	GL	TACHP	5811.91	5299.85	7616.03	13422.3	16895.4	2895.68	11108.7	15090.8	2366.93
APHP	GL	TACLP	5829.85	5348.73	7573.3	17988	16895.4	2861.77	15763.1	15151.9	2362.38
APHP	MADHP	MADLP	2662.91	2739.98	16888.2	15393.5	17605.5	7120.6	1236.83	3381.7	7195.1
APHP	MADHP	OH	4867.83	5071.7	10950	6338.35	17605.1	6992.75	450.141	11520.4	7196.25
APHP	MADHP	OL	4256.64	4340.99	12675.2	8847.78	17605	7117.34	518.707	9187.11	7198.33
APHP	MADHP	TACHP	5866.03	10167.2	4754.69	13419.1	17605.5	2895.72	18829.5	18715.6	7194.14
APHP	MADHP	TACLP	5845.91	10178	4763.21	17987.2	17605.5	2861.86	23401.6	18686.8	7193.18
APHP	MADLP	OH	4906.48	5033.28	10935.2	6339.72	15394.4	6990.62	436.485	9368.98	7118.98
APHP	MADLP	OL	4337.52	4344.79	12563.5	8848.53	15391.4	7110.74	627.525	7167.13	7117.81
APHP	MADLP	TACHP	5955.62	10179.7	4687.37	13418.4	15394.5	2895.44	18912.3	16652.8	7119.9
APHP	MADLP	TACLP	5933.52	10188.5	4689.23	17986.7	15391.6	2863.27	23485	16625.1	7118.94
APHP	OH	OL	5016.58	4897.05	11011.7	8847.64	6339.67	7111.85	2728.81	339.127	6989.64
APHP	OH	TACHP	5858.33	9955.62	4954.09	13414.5	6339.47	2892.41	18422.9	7245.89	6988.81
APHP	OH	TACLP	5843.03	9971.26	4941.8	17987.4	6338.47	2864.19	23015.9	7240.08	6993.5
APHP	OL	TACHP	5884.1	10100.9	4852.14	13427.4	8847.07	2894.55	18678	9870.32	7112.39
APHP	OL	TACLP	5860.53	10108.3	4842.28	17986.9	8848.53	2863.19	23252.9	9858.79	7112.15
APHP	TACHP	TACLP	1491.5	1522.44	15490.6	17987.6	13425.7	2862.11	4017.31	-567.271	2893.95
APLP	GH	GL	3007.51	3272.68	11770.9	16540.1	7543.31	8626.37	8042.48	-1210.57	8888.33
APLP	GH	MADHP	10528.8	5186.29	5068.46	18041.7	7544.13	14243.9	18158	12989.4	8887.74
APLP	GH	MADLP	10465.2	5213.19	5085.28	15812.6	7544.13	14156.2	15952.5	12915.7	8891.57
APLP	GH	OH	10299.6	5246.16	5189.48	6689.99	7542.41	13948.7	6747.53	12646.3	8889.18
APLP	GH	OL	10468.2	5233.76	5120.08	9266.31	7543.13	14132.6	9371.52	12880.4	8887.9
APLP	GH	TACHP	5893.4	5876.61	7067.31	12840.1	7544.13	8907.66	11641.7	6370.78	8889.74
