P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.104098	6.72859	8.56594e-12	0.11447	7868.97	5605.08	4548.15
APHP	APLP	GL	0.118774	7.16475	3.89642e-13	0.0733413	7762.34	5698.49	4488.54
APLP	APHP	MADHP	0.0666106	5.24648	7.75146e-08	0.0347224	11631.6	4481.77	3921.99
APLP	APHP	MADLP	0.0639751	5.06119	2.08323e-07	0.0334451	11647.9	4462.74	3926.07
APLP	APHP	OH	0.0510065	4.34441	6.98251e-06	0.0669677	11485.2	4415.69	3987.1
APLP	APHP	OL	0.0590622	4.47286	3.85907e-06	0.0599338	11597.8	4452.93	3956.26
APHP	APLP	TACHP	0.0784589	8.41524	1.96241e-17	0.0594256	8166.21	5249.65	4485.82
APHP	APLP	TACLP	0.0802781	8.32264	4.29886e-17	0.0451873	8155.59	5269.15	4486.02
GH	GL	APHP	0.00958849	0.61069	0.270702	0.0252091	12717	2475.65	2428.63
GH	APHP	MADHP	0.0538405	3.42498	0.000307422	0.0347266	9305.59	5476.55	4916.96
GH	APHP	MADLP	0.0512003	3.26607	0.00054525	0.0331472	9323.21	5458.91	4927.14
GH	APHP	OH	0.0375727	2.70944	0.0033698	0.0617185	9169.59	5420.95	5028.34
GH	APHP	OL	0.047679	3.08235	0.00102686	0.059909	9283.41	5459.35	4962.45
TACHP	GH	APHP	0.0321276	2.1033	0.0177199	0.160839	7018.54	5775.77	5416.2
TACLP	GH	APHP	0.0311961	2.1791	0.014662	0.157113	7058.53	5763.9	5415.16
GL	APHP	MADHP	0.0613764	3.69603	0.000109498	0.0392583	9371.7	5495.64	4860.04
GL	APHP	MADLP	0.0600546	3.67189	0.000120384	0.0385106	9392.4	5481.07	4860.04
GL	APHP	OH	0.0424172	2.73751	0.00309526	0.0688591	9219.44	5423.78	4982.38
GL	APHP	OL	0.0571246	3.49565	0.00023645	0.070571	9348.12	5477.03	4885.1
TACHP	GL	APHP	0.0365723	2.20405	0.0137603	0.181903	7070.28	5762.09	5355.49
TACLP	GL	APHP	0.03549	2.26	0.0119107	0.178359	7070.34	5773.65	5377.88
MADLP	MADHP	APHP	0.00680087	0.978326	0.163957	0.0061395	15987.6	2610.47	2575.21
MADHP	OH	APHP	0.008555	1.44064	0.0748427	0.0140871	10399.2	4739.04	4658.64
MADHP	OL	APHP	0.000600861	0.0970962	0.461325	0.000871624	11855.5	4141.61	4136.64
TACHP	APHP	MADHP	0.116786	8.59277	4.22839e-18	0.0724717	9282.85	5813.38	4597.53
TACLP	APHP	MADHP	0.113952	7.54405	2.2779e-14	0.0710886	9301.17	5820.88	4629.98
MADLP	OH	APHP	0.0123465	1.72722	0.042064	0.0201514	10417.8	4741.93	4626.27
MADLP	OL	APHP	0.00488523	0.73163	0.232197	0.00700905	11912.4	4138.78	4098.54
TACHP	APHP	MADLP	0.120554	8.05713	3.9053e-16	0.0746224	9318.46	5813.73	4562.8
TACLP	APHP	MADLP	0.116715	7.27761	1.69888e-13	0.072684	9332.38	5816.82	4600.92
OL	OH	APHP	0.00777947	1.88024	0.0300379	0.0132291	10021.4	4885.28	4809.86
TACHP	APHP	OH	0.101399	9.43841	0	0.15067	9144.86	5755.79	4695.99
TACLP	APHP	OH	0.0987406	7.952	9.17615e-16	0.147994	9163.83	5763.93	4727.96
TACHP	APHP	OL	0.108267	9.90807	0	0.126875	9252.61	5788.11	4657.23
TACLP	APHP	OL	0.104118	8.01815	5.36788e-16	0.123144	9268.74	5793.42	4700.78
TACHP	TACLP	APHP	0.00346047	0.219386	0.413175	0.00484577	14419.2	1569.89	1559.06
GH	GL	APLP	0.0392314	2.24184	0.0124859	0.0387389	11681	2649.64	2449.59
APLP	GH	MADHP	1.96688e-05	0.0012868	0.499487	1.16848e-05	10235	4789.41	4789.22
APLP	GH	MADLP	0.00051272	0.0358377	0.485706	0.000305656	10239.4	4786.44	4781.53
APLP	GH	OH	0.0037226	0.29117	0.38546	0.00562295	10049.9	4851.76	4815.77
GH	APLP	OL	2.45657e-05	0.00183593	0.499268	2.84911e-05	10187.6	4809.93	4809.7
APLP	TACHP	GH	0.0148951	0.587155	0.27855	0.022731	5492.53	6331.04	6145.2
APLP	TACLP	GH	0.0190477	0.803156	0.210942	0.0290716	5498.15	6358.39	6120.69
GL	APLP	MADHP	0.00802199	0.498628	0.309021	0.00468276	10409.1	4763.3	4687.48
GL	APLP	MADLP	0.00894393	0.600555	0.274068	0.00523178	10416	4758.03	4673.67
GL	APLP	OH	0.00134315	0.0997988	0.460252	0.0019974	10206.9	4772.71	4759.91
GL	APLP	OL	0.0100589	0.728483	0.233159	0.011358	10360.8	4783.12	4687.85
APLP	TACHP	GL	0.00782912	0.327746	0.371552	0.00642684	5371.8	6322.75	6224.51
APLP	TACLP	GL	0.00691789	0.300111	0.382046	0.00567506	5403.1	6312.44	6225.7
MADLP	MADHP	APLP	0.0023991	0.319109	0.374822	0.00114612	16477.6	2540.7	2528.54
MADHP	OH	APLP	0.0230407	3.38965	0.000349911	0.0199571	10786	4697.23	4485.65
MADHP	OL	APLP	0.00842645	1.16315	0.122384	0.00642341	12284.9	4074.27	4006.18
TACHP	APLP	MADHP	0.0674046	4.01098	3.02332e-05	0.0391031	9987.73	5194.65	4538.59
TACLP	APLP	MADHP	0.0646046	3.4445	0.000286056	0.0376757	10023.2	5200.02	4568.9
MADLP	OH	APLP	0.0244465	2.95512	0.00156275	0.0210883	10792.5	4688.02	4464.28
MADLP	OL	APLP	0.00997643	1.32051	0.0933319	0.00756455	12332.4	4062.16	3981.91
TACHP	APLP	MADLP	0.0736045	4.06105	2.44259e-05	0.0426078	10014.3	5209.1	4494.85
TACLP	APLP	MADLP	0.0697585	3.51469	0.000220138	0.0406026	10043.4	5208.07	4528.84
OL	OH	APLP	0.0151303	2.56889	0.00510126	0.0136243	10378.3	4813.57	4670.08
TACHP	APLP	OH	0.0643399	5.09732	1.72246e-07	0.0897491	9802.35	5220.85	4589.65
TACLP	APLP	OH	0.061673	4.27844	9.41045e-06	0.0867661	9839.51	5227.89	4620.51
TACHP	APLP	OL	0.0647989	4.61477	1.96769e-06	0.0711535	9935.84	5210.85	4576.63
TACLP	APLP	OL	0.0606455	3.75942	8.51542e-05	0.0671682	9966.67	5211.56	4615.59
TACHP	TACLP	APLP	0.0093332	0.448742	0.326809	0.00519402	13694.9	1628.66	1598.54
GL	GH	MADHP	0.0180701	1.389	0.082416	0.0046941	16818	2141	2064.99
GL	GH	MADLP	0.0212461	1.67024	0.0474357	0.0055352	16829.7	2145.31	2056.04
GL	GH	OH	0.0114814	0.978798	0.16384	0.00761164	16578.8	2149.23	2100.44
GL	GH	OL	0.0225936	2.10179	0.0177858	0.0113298	16759.9	2150.58	2055.55
GH	GL	TACHP	0.021932	0.948026	0.171558	0.00999342	11552.9	2619.79	2507.34
GH	GL	TACLP	0.00959634	0.345482	0.364866	0.00312952	11526.9	2582.26	2533.17
MADLP	MADHP	GH	0.00146189	0.177827	0.42943	0.000546431	16486.6	2549.85	2542.4
MADHP	OH	GH	0.0267515	2.88227	0.00197413	0.0181686	10800.1	4747.36	4499.98
MADHP	OL	GH	0.00835796	0.983696	0.162632	0.00496958	12292.6	4081.76	4014.09
TACHP	GH	MADHP	0.0700549	5.39829	3.36399e-08	0.0391167	10643.4	5011.98	4355.72
TACLP	GH	MADHP	0.0669417	4.51205	3.21027e-06	0.0376847	10714.2	5030.99	4399.68
MADLP	OH	GH	0.027648	2.47932	0.00658163	0.018703	10804.3	4735.79	4480.97
MADLP	OL	GH	0.009306	1.03088	0.151299	0.00551273	12343.6	4073.08	3997.97
TACHP	GH	MADLP	0.0767891	5.06029	2.09313e-07	0.042903	10681.1	5042.27	4323.11
TACLP	GH	MADLP	0.0726536	4.48341	3.67301e-06	0.0409008	10741	5050.29	4366.15
OL	OH	GH	0.0187933	2.46522	0.00684649	0.0132599	10400	4871.22	4691.51
TACHP	GH	OH	0.0709016	8.11571	2.41452e-16	0.0948539	10422.7	5038.67	4371.47
TACLP	GH	OH	0.0680183	7.34086	1.06113e-13	0.0919072	10486.9	5051.06	4407.69
TACHP	GH	OL	0.06769	5.30668	5.5821e-08	0.0711269	10563.7	4999.97	4365.99
TACLP	GH	OL	0.0631865	4.71709	1.19619e-06	0.0671416	10627.6	5011.98	4416.24
TACHP	TACLP	GH	0.0153946	0.642067	0.260415	0.00648712	12916.3	1710.37	1658.51
MADLP	MADHP	GL	0.00410076	0.386197	0.349675	0.00098443	16547.5	2534.76	2514.05
MADHP	OH	GL	0.029854	3.53707	0.000202296	0.0130682	10837.7	4736.18	4461.59
MADHP	OL	GL	0.00605015	0.656183	0.255853	0.00231465	12349.6	4043.7	3995.06
TACHP	GL	MADHP	0.0625216	4.29224	8.84393e-06	0.0345823	10750.4	4930.53	4350.28
TACLP	GL	MADHP	0.0590209	3.60654	0.000155155	0.0331479	10790.3	4981.94	4426.64
MADLP	OH	GL	0.0321599	2.98349	0.0014249	0.01404	10856	4738.7	4443.4
MADLP	OL	GL	0.00863604	0.950488	0.170932	0.0032968	12414.7	4049.22	3979.88
TACHP	GL	MADLP	0.0679137	4.2022	1.32169e-05	0.0375781	10793	4952.44	4322.54
TACLP	GL	MADLP	0.0633367	3.59628	0.000161402	0.0355602	10822.6	4993.57	4398.7
OL	OH	GL	0.0237442	2.9929	0.00138171	0.0107791	10448.6	4871.1	4645.14
TACHP	GL	OH	0.0662223	5.78843	3.55235e-09	0.0879172	10523.6	4978.34	4359.94
TACLP	GL	OH	0.0628708	5.08415	1.84637e-07	0.0849371	10559.6	5025.84	4431.26
TACHP	GL	OL	0.0581145	4.04564	2.60901e-05	0.0604653	10677.7	4906.44	4367.49
TACLP	GL	OL	0.0532127	3.46924	0.000260963	0.0564312	10714.8	4955.1	4454.39
TACLP	TACHP	GL	0.00334292	0.111748	0.455511	0.000756245	12870.7	1725.29	1713.79
MADHP	MADLP	OH	0.00230686	0.2739	0.392081	0.049054	11048.1	3427.26	3411.49
MADHP	MADLP	OL	0.00824693	0.535848	0.296032	0.760988	9245.14	3646.58	3586.92
MADLP	MADHP	TACHP	0.014333	1.52951	0.0630689	0.00399498	17082.3	2489.32	2418.97
MADLP	MADHP	TACLP	0.0122184	1.20057	0.114959	0.00273222	17064.8	2496.77	2436.5
OL	MADHP	OH	0.0487365	3.61732	0.000148837	0.621499	7616.18	5637.8	5113.8
MADHP	OH	TACHP	0.0262827	2.284	0.0111858	0.0134785	11336.2	4616.23	4379.79
MADHP	OH	TACLP	0.0261233	2.15515	0.0155752	0.0106957	11317.8	4621.66	4386.34
MADHP	OL	TACHP	0.0113903	1.28983	0.0985542	0.00512612	12837.7	3992.9	3902.97
MADHP	OL	TACLP	0.0130416	1.36041	0.08685	0.0046925	12816.1	4009.5	3906.26
TACHP	TACLP	MADHP	0.00937119	0.471161	0.318763	0.00148704	18864.1	1343.57	1318.62
OL	MADLP	OH	0.0502543	4.24763	1.08023e-05	0.640211	7662.55	5640.29	5100.52
MADLP	OH	TACHP	0.0342824	2.39424	0.00832736	0.0174195	11363.6	4627.85	4321.06
MADLP	OH	TACLP	0.0329257	2.26069	0.0118891	0.0133991	11348.5	4636.61	4341.02
MADLP	OL	TACHP	0.0204637	1.78303	0.037291	0.00910732	12901	3996.53	3836.24
MADLP	OL	TACLP	0.0208116	1.73414	0.041447	0.00741131	12876.3	4010.12	3846.61
TACHP	TACLP	MADLP	0.0130864	0.715127	0.237265	0.00208925	18936.4	1355.6	1320.58
OL	OH	TACHP	0.0157549	2.26002	0.0119101	0.00839562	10918.6	4722.68	4576.17
OL	OH	TACLP	0.0141651	2.13316	0.0164558	0.00603184	10900.5	4728.35	4596.26
TACHP	TACLP	OH	0.00889627	0.611499	0.270435	0.00338738	18636.3	1351.05	1327.22
TACHP	TACLP	OL	0.0143346	0.79264	0.213994	0.00429078	18770.4	1353.14	1314.9
