0.22596,0.162101,0.0189996,-0.018402,0.0733121,-0.0375778,0.108306,0.0796229,0.135411,0.138545,0.040483,0.0846945,0.0372322,0.126057,0.055133,0.185492,0.101853,-0.0228421,-0.018186,-0.0357589	0.107163,-0.0572271,-0.337477,-0.2469,-0.289652,-0.401176,-0.186286,-0.239947,-0.25877,-0.298828,-0.299168,-0.347138,-0.370101,-0.195654,-0.191723,-0.213316,-0.18445,-0.323507,-0.351192,-0.445515	0.121745,0.217312,0.354205,0.229541,0.355417,0.369163,0.288766,0.313579,0.380837,0.419985,0.335587,0.419499,0.401796,0.313967,0.244274,0.383628,0.281024,0.302904,0.335146,0.41639
0.187459,0.131197,0.0379666,0.021554,0.0751657,-0.0150318,0.150891,0.079114,0.149735,0.139582,0.00635217,0.0854015,0.0053823,0.125132,0.0749344,0.21826,0.0326826,-0.0548289,-0.0101259,-0.0454332	-0.0237033,-0.0675429,-0.274433,-0.252129,-0.281222,-0.360273,-0.136308,-0.25631,-0.234411,-0.273042,-0.309179,-0.351726,-0.400114,-0.196886,-0.182272,-0.139195,-0.270374,-0.328458,-0.327069,-0.454881	0.210228,0.196995,0.309178,0.272204,0.34901,0.347121,0.281411,0.328757,0.37112,0.397475,0.314912,0.42438,0.404625,0.314275,0.253741,0.346915,0.300402,0.278647,0.317996,0.418088
-0.439106,-0.198136,-0.0624897,-0.0406729,-0.133403,-0.0687265,-0.0930375,-0.125447,-0.0325285,-0.0365278,-0.0295894,0.0478082,-0.0325692,-0.0514269,-0.00105589,-0.0246177,-0.0375425,-0.0354573,0.0423737,-0.0601027	-0.597474,-0.366882,-0.601642,-0.509826,-0.580388,-0.591334,-0.487171,-0.500636,-0.566938,-0.692714,-0.617088,-0.524054,-0.578651,-0.524936,-0.479815,-0.618315,-0.557638,-0.609995,-0.523398,-0.600771	0.214694,0.181974,0.560214,0.479088,0.484497,0.544746,0.412846,0.400331,0.54445,0.673221,0.598425,0.557885,0.556571,0.486647,0.479002,0.602874,0.531217,0.587239,0.553496,0.560922
-0.433507,-0.194946,-0.0553048,-0.0479116,-0.134817,-0.0761312,-0.0838961,-0.126013,-0.0374611,-0.0310245,-0.0255492,0.0474339,-0.0268001,-0.0530335,0.00501971,-0.0303873,-0.0404966,-0.0315402,0.0144863,-0.0522474	-0.587676,-0.356224,-0.586676,-0.511913,-0.587136,-0.597433,-0.48548,-0.499839,-0.573675,-0.689667,-0.617208,-0.523585,-0.578274,-0.521637,-0.467567,-0.626907,-0.562018,-0.606851,-0.554731,-0.585843	0.206872,0.173314,0.54919,0.475668,0.491201,0.546142,0.418635,0.398954,0.547991,0.673043,0.601139,0.557181,0.560155,0.481936,0.47148,0.608104,0.533667,0.586537,0.56468,0.550444
-0.423017,-0.172689,-0.0747526,-0.0889959,-0.105068,-0.0354974,-0.074459,-0.0983445,-0.01751,-0.0143012,-0.0300516,0.0462747,-0.000152009,-0.0692709,-0.0119199,-0.0269193,-0.0491702,-0.0403862,0.0267595,-0.0312813	-0.605924,-0.331159,-0.595183,-0.50011,-0.574704,-0.576568,-0.479275,-0.483208,-0.550236,-0.641531,-0.592944,-0.514549,-0.572854,-0.53433,-0.493309,-0.619749,-0.573437,-0.604958,-0.51489,-0.569721	0.245947,0.168083,0.544664,0.430264,0.499817,0.552376,0.419797,0.404065,0.537909,0.633037,0.573104,0.547781,0.572752,0.482934,0.484237,0.602888,0.539478,0.578711,0.534288,0.54821
-0.439851,-0.168273,-0.0942886,-0.0924549,-0.135461,-0.0452178,-0.0749097,-0.117731,-0.0336729,-0.0215213,-0.0381882,0.0397553,-0.015725,-0.06125,0.00913684,-0.0300446,-0.0568272,-0.030006,0.0156185,-0.0357843	-0.61703,-0.323785,-0.610448,-0.493523,-0.585359,-0.57891,-0.478211,-0.488931,-0.571405,-0.666293,-0.619214,-0.527145,-0.590767,-0.533705,-0.461722,-0.615912,-0.577761,-0.608612,-0.535298,-0.574406	0.243179,0.164473,0.547683,0.420243,0.488645,0.548039,0.418285,0.393872,0.548281,0.654152,0.595098,0.555264,0.580435,0.488421,0.468881,0.596913,0.538617,0.589369,0.546349,0.549926
0.175051,0.119284,0.0611941,-0.0232123,0.0254577,-0.0345629,0.102792,0.018483,0.119276,0.0585416,0.00252958,-0.0516754,-0.0221174,0.0279531,-0.0128907,0.0822004,0.16943,0.0636201,0.058597,0.012803	0.00244447,-0.452937,-0.528889,-0.23851,-0.333971,-0.443796,-0.260818,-0.368116,-0.229727,-0.40615,-0.375169,-0.416313,-0.33934,-0.249296,-0.253677,-0.28508,-0.124335,-0.239698,-0.303173,-0.431586	0.172681,0.54289,0.571584,0.216496,0.356398,0.415608,0.354116,0.383986,0.339695,0.453899,0.37734,0.372655,0.319622,0.27533,0.241577,0.358871,0.287704,0.298762,0.355456,0.441947
0.170629,0.171127,0.0518178,-0.0279571,0.00451926,-0.0379861,0.0520636,0.0221752,0.131283,0.0523594,0.00386329,-0.091304,-0.0245671,0.0266938,-0.0278586,0.0874308,0.173219,0.0517588,0.0691673,0.00193105	-0.0587881,-0.478842,-0.574602,-0.230964,-0.334865,-0.441038,-0.277161,-0.36324,-0.243645,-0.396296,-0.387315,-0.448703,-0.340379,-0.279033,-0.254372,-0.283789,-0.110215,-0.2516,-0.289082,-0.443297	0.227138,0.600743,0.608307,0.204327,0.338871,0.409919,0.324541,0.382336,0.363307,0.439536,0.390594,0.372667,0.318475,0.303466,0.22813,0.362233,0.278125,0.29946,0.351227,0.444847
0.594225,0.57815,0.620494,0.640549,0.632939,0.531359,0.488748,0.512174,0.456923,0.70426,0.649725,0.460986,0.620481,0.58852,0.659299,0.532582,0.73008,0.650796,0.594618,0.793136	0.48217,0.597978,0.7212,0.582639,0.648227,0.587295,0.513631,0.485524,0.494053,0.745897,0.679842,0.451453,0.59472,0.590717,0.647498,0.613035,0.66966,0.682708,0.63226,0.785783	0.157054,-0.0303044,-0.182272,0.0923907,-0.025925,-0.0813096,-0.0332233,0.0354704,-0.0479547,-0.0877127,-0.0539461,0.0120388,0.0408265,-0.00336779,0.0205899,-0.119454,0.118218,-0.0574266,-0.0603196,0.0195177
-0.310913,-0.145227,0.143505,-0.0581479,-0.0354085,-0.0277839,-0.064645,-0.0224473,-0.027375,-0.0705855,-0.0389847,-0.0386044,0.0631284,0.0619885,-0.0233964,-0.0221701,-0.0826682,0.0198213,-0.00742341,-0.0689281	-0.462416,-0.155461,-0.243154,-0.355035,-0.275311,-0.301613,-0.263913,-0.191511,-0.324707,-0.499792,-0.424522,-0.244061,-0.215862,-0.225664,-0.323943,-0.406676,-0.413316,-0.38757,-0.31749,-0.301989	0.176942,0.0104703,0.373622,0.303145,0.242265,0.276143,0.202727,0.169793,0.299999,0.444902,0.392025,0.207411,0.27524,0.283684,0.302842,0.388004,0.342345,0.404285,0.310799,0.238015
