0.0312755,0.00518037,0.10203,0.043722,0.0622031,0.037555,0.0588639,0.148486,0.118089,0.153021,0.0990013,0.0795092,0.0576405,0.00485669,-0.0179926,-0.00863363,0.128234,-0.12611,0.0123556,-0.0731516	-0.420405,-0.384222,-0.364832,-0.289754,-0.361792,-0.279405,-0.415551,-0.389526,-0.278672,-0.227419,-0.317398,-0.359883,-0.232482,-0.283699,-0.222568,-0.265969,-0.351312,-0.350517,-0.224481,-0.0732834	0.445818,0.388629,0.450108,0.329304,0.414664,0.313669,0.463087,0.508596,0.384121,0.367645,0.403714,0.427169,0.286286,0.288159,0.205398,0.257928,0.458873,0.234785,0.236181,0.000132556
0.0266387,-0.00777312,0.0974103,0.0297103,0.0799903,0.0649469,0.0128074,0.206258,0.117488,0.138161,0.100884,0.0566827,0.056941,0.0102591,-0.0523388,-0.00894647,0.0482938,-0.126664,0.0374673,-0.157531	-0.394898,-0.351329,-0.341891,-0.285186,-0.329156,-0.200138,-0.430898,-0.277407,-0.250485,-0.265338,-0.310186,-0.357183,-0.217715,-0.267219,-0.296051,-0.250256,-0.385668,-0.375258,-0.189406,-0.01081	0.417149,0.344497,0.425142,0.31225,0.39865,0.261684,0.44127,0.457489,0.357453,0.38923,0.398597,0.405653,0.271293,0.276719,0.247548,0.241851,0.426027,0.261,0.225275,-0.146972
-0.016064,-0.0304199,-0.0183707,-0.0649168,-0.107256,-0.0702247,-0.091073,-0.0254735,-0.0936289,-0.0553166,-0.0697499,-0.0385444,-0.0842018,-0.0161382,-0.0930147,-0.0295149,-0.115036,-0.0392814,-0.0105215,-0.0533423	-0.627437,-0.58687,-0.575087,-0.553011,-0.622692,-0.520406,-0.672767,-0.70212,-0.640831,-0.451022,-0.556387,-0.611862,-0.547455,-0.43995,-0.488831,-0.443459,-0.663607,-0.465005,-0.494457,-0.663889	0.617598,0.566565,0.56266,0.506269,0.552324,0.467258,0.619661,0.688969,0.58213,0.405831,0.506285,0.587165,0.48564,0.426842,0.414671,0.419434,0.59391,0.433645,0.486467,0.632962
-0.0222852,-0.0199012,-0.00676111,-0.0722738,-0.077873,-0.0436954,-0.103941,-0.0293507,-0.0870352,-0.0547729,-0.0678166,-0.0529214,-0.0694804,-0.0285326,-0.104736,-0.0384772,-0.119498,-0.0353124,-0.00297682,-0.0506832	-0.631638,-0.585833,-0.56673,-0.550119,-0.598178,-0.497826,-0.675493,-0.693147,-0.634886,-0.462296,-0.560267,-0.613586,-0.534405,-0.444056,-0.479139,-0.45292,-0.668346,-0.456373,-0.48195,-0.666191	0.618053,0.572608,0.562123,0.49763,0.545726,0.464228,0.614712,0.677582,0.579895,0.41811,0.5119,0.579481,0.482853,0.420855,0.394184,0.421793,0.596487,0.427957,0.479661,0.637016
-0.0156104,-0.0124492,-0.017573,-0.0347863,-0.0714785,-0.0435227,-0.0876706,0.00169378,-0.0616407,-0.0555919,-0.0683284,-0.0493613,-0.0498156,-0.030269,-0.079524,-0.0425,-0.081332,-0.0420333,-0.000210255,-0.0379863	-0.627812,-0.566988,-0.575821,-0.524516,-0.601558,-0.486569,-0.669914,-0.675463,-0.592227,-0.459092,-0.571839,-0.619669,-0.517169,-0.437381,-0.432579,-0.435679,-0.655188,-0.467656,-0.495614,-0.644682	0.618261,0.558481,0.563955,0.498831,0.553896,0.452632,0.618573,0.676383,0.55069,0.414067,0.523984,0.588302,0.479712,0.412574,0.365633,0.400597,0.606157,0.434156,0.495456,0.621926
-0.0244808,-0.0336255,-0.0227101,-0.023462,-0.0976964,-0.0560953,-0.0924315,-0.0113038,-0.0743758,-0.0589606,-0.0624828,-0.0498994,-0.0793793,-0.01357,-0.0839427,-0.0413844,-0.125034,-0.0482931,-0.00393597,-0.0519639	-0.633558,-0.587456,-0.57747,-0.514021,-0.613204,-0.496551,-0.671335,-0.677989,-0.611866,-0.464682,-0.56334,-0.6214,-0.543343,-0.431478,-0.444533,-0.443195,-0.678163,-0.482253,-0.495873,-0.670565	0.618673,0.564991,0.562132,0.496548,0.548358,0.453075,0.617203,0.671834,0.563116,0.417151,0.51913,0.589788,0.484877,0.420369,0.374567,0.409318,0.604376,0.444308,0.492899,0.640935
0.0783429,0.0201338,0.104382,0.0161968,0.103358,0.1426,0.141405,0.154807,0.166798,0.073496,0.0970649,0.0567135,0.0397501,-0.00937779,0.0592839,0.046615,0.209924,-0.0450671,-0.0280396,-0.15948	-0.421751,-0.371879,-0.32178,-0.346769,-0.356134,-0.213789,-0.351855,-0.407665,-0.288824,-0.400767,-0.32321,-0.3914,-0.229751,-0.271275,-0.244496,-0.195223,-0.32388,-0.304063,-0.270921,-0.0176058	0.484099,0.389099,0.412313,0.360939,0.443179,0.345846,0.469882,0.529082,0.434681,0.460694,0.407491,0.438382,0.267062,0.262565,0.29944,0.239657,0.499821,0.262594,0.244741,-0.142274
0.0792043,0.020644,0.113288,0.0346294,0.104653,0.129661,0.112737,0.123789,0.174809,0.0343033,0.103251,0.0728042,0.0466185,-0.0165673,0.0635145,0.0191589,0.240138,-0.0482486,-0.0376435,-0.159456	-0.409171,-0.372407,-0.305389,-0.319382,-0.357407,-0.217353,-0.355812,-0.434883,-0.284112,-0.430263,-0.318307,-0.385474,-0.221778,-0.277538,-0.244608,-0.220655,-0.25119,-0.340106,-0.283055,-0.0144573	0.473045,0.390052,0.404676,0.350139,0.4454,0.337503,0.450479,0.530133,0.437207,0.457809,0.408144,0.445768,0.26565,0.262177,0.303409,0.238805,0.463377,0.296727,0.248054,-0.145334
0.688025,0.650909,0.616041,0.709446,0.688837,0.598147,0.533694,0.478292,0.701952,0.646945,0.664733,0.629728,0.676561,0.471563,0.338971,0.42492,0.368479,0.583912,0.444043,0.328186	0.75409,0.737043,0.669867,0.734616,0.731958,0.696423,0.545848,0.621096,0.747252,0.595014,0.669555,0.659127,0.694668,0.493582,0.2699,0.459927,0.387058,0.54322,0.470101,0.572062	-0.137302,-0.165562,-0.0916439,-0.0525648,-0.0869723,-0.168442,-0.0171491,-0.203155,-0.0952758,0.0844313,-0.00868849,-0.0502612,-0.0341643,-0.0286981,0.0760257,-0.0435106,-0.0216688,0.0595959,-0.0329328,-0.300245
-0.0768828,-0.0270273,-0.104589,-0.0278522,-0.0701833,-0.0622723,-0.0698274,-0.00976954,-0.0547698,-0.166846,-0.0499892,-0.160561,-0.0282513,-0.00990397,0.041982,-0.0379595,-0.0235052,0.042952,-0.0855254,-0.060988	-0.37714,-0.306299,-0.318071,-0.30377,-0.341702,-0.307082,-0.368972,-0.418616,-0.394726,-0.266681,-0.25885,-0.406255,-0.309746,-0.199073,-0.248357,-0.253143,-0.343604,-0.207206,-0.390815,-0.685333	0.309223,0.281603,0.220828,0.278272,0.27819,0.249582,0.307056,0.410525,0.347468,0.104485,0.211599,0.262839,0.28398,0.189543,0.287343,0.217272,0.322705,0.247952,0.315847,0.651579
