0.242023,-0.0770251,0.0229241,0.085109,0.106376,0.0791438,-0.0512332,0.0916137,0.112026,0.0259892,0.0713194,0.160333,0.0299299,0.069957,0.0194928,0.131243,0.00703877,0.0713068,0.0406005,0.0594804	-0.191557,-0.442919,-0.247803,-0.419286,-0.51235,-0.296893,-0.364629,-0.17838,-0.0524662,-0.12511,-0.12574,0.0348793,-0.237608,-0.0747256,-0.309152,-0.300719,-0.234603,-0.343551,-0.545002,-0.522687	0.414369,0.378818,0.269198,0.487016,0.586747,0.367404,0.319362,0.265652,0.163531,0.15061,0.195308,0.126159,0.265649,0.14393,0.326676,0.415561,0.241243,0.404938,0.572925,0.564614
0.286212,-0.137025,-0.0117409,0.119055,0.101399,0.0736879,-0.0711987,0.111507,0.185168,0.023466,0.0557945,0.149687,0.109,0.0935839,0.0347166,0.145853,-0.00550991,0.0607768,0.0358511,0.0742861	-0.162886,-0.45652,-0.24216,-0.382229,-0.55154,-0.286382,-0.385022,-0.116763,0.0490714,-0.115752,-0.130149,0.04271,-0.209423,-0.0669763,-0.299181,-0.295965,-0.240334,-0.344037,-0.542518,-0.514832	0.429094,0.340815,0.231076,0.479465,0.618357,0.352628,0.322669,0.225336,0.137345,0.138841,0.184603,0.107665,0.311316,0.15956,0.330465,0.423535,0.235135,0.396523,0.567334,0.567417
-0.0645012,-0.101648,-0.121505,-0.00984811,0.00725641,-0.0583007,-0.0262255,0.0230623,-0.0222326,-0.0960529,-0.0568886,-0.0670636,-0.116396,-0.106583,-0.0672682,-0.0473118,0.0403759,-0.0167975,-0.0521845,-0.0380076	-0.714103,-0.72755,-0.720013,-0.609466,-0.640864,-0.595171,-0.557867,-0.529022,-0.432109,-0.46042,-0.437847,-0.557859,-0.501977,-0.340425,-0.547398,-0.549454,-0.466997,-0.604524,-0.716484,-0.638717	0.680967,0.675886,0.655888,0.603238,0.64512,0.556169,0.539535,0.54543,0.413852,0.381227,0.39069,0.509871,0.409508,0.242646,0.498485,0.515544,0.497983,0.593756,0.690102,0.615655
-0.0717305,-0.104345,-0.108808,-0.0039071,0.00669012,-0.0793406,-0.0392258,0.0386859,-0.000356549,-0.0850528,-0.0584676,-0.0693523,-0.115738,-0.101093,-0.073417,-0.04482,0.0439993,-0.0179679,-0.0508186,-0.0221315	-0.720782,-0.72795,-0.718985,-0.616869,-0.65167,-0.622432,-0.56395,-0.525718,-0.421452,-0.458746,-0.442327,-0.553916,-0.50917,-0.327444,-0.543045,-0.540246,-0.466102,-0.606266,-0.717488,-0.624155	0.684438,0.674867,0.661963,0.614443,0.655502,0.571305,0.536594,0.553154,0.421158,0.388866,0.39405,0.503922,0.418069,0.2341,0.489128,0.50772,0.49985,0.594777,0.691897,0.610456
-0.0106462,-0.107007,-0.0814571,-0.00160986,0.000548121,-0.06354,-0.03732,0.0104439,-0.0159569,-0.0946576,-0.0476052,-0.0559952,-0.115467,-0.0780834,-0.0576583,-0.0344856,0.0649984,-0.0263424,-0.0362647,-0.0115236	-0.668405,-0.69291,-0.655187,-0.58693,-0.660079,-0.58861,-0.552195,-0.526517,-0.418973,-0.458698,-0.425544,-0.530169,-0.506658,-0.319753,-0.515432,-0.520827,-0.423676,-0.597774,-0.713668,-0.614335	0.662473,0.632824,0.606076,0.585874,0.660388,0.54547,0.525709,0.534024,0.405728,0.380564,0.385754,0.488681,0.415498,0.247858,0.471795,0.495236,0.475578,0.580573,0.695401,0.607109
-0.044245,-0.117475,-0.0958603,-0.0144877,-0.00334545,-0.0602127,-0.0380922,0.0295139,-0.0090849,-0.115653,-0.0570966,-0.0665132,-0.132505,-0.106123,-0.0801789,-0.0522999,0.0522928,-0.0309337,-0.0443186,-0.0272025	-0.699292,-0.719211,-0.697609,-0.611311,-0.663643,-0.586818,-0.556237,-0.503697,-0.416592,-0.476659,-0.427383,-0.538377,-0.523538,-0.337386,-0.532321,-0.531432,-0.454641,-0.589034,-0.722209,-0.628302	0.675962,0.657269,0.644873,0.602156,0.661766,0.545894,0.529361,0.5254,0.409055,0.382069,0.379548,0.489389,0.420182,0.23985,0.472301,0.49283,0.495161,0.568458,0.700305,0.611552
0.221035,-0.0322051,0.0390101,0.0913584,0.0398477,0.0766223,-0.0440502,0.201804,0.1005,0.0403794,0.0136342,0.0529167,0.0600219,0.0325324,0.123645,0.149708,0.0368791,0.0844822,0.0813104,0.0824272	-0.301726,-0.377245,-0.234009,-0.471594,-0.533009,-0.330923,-0.373407,-0.0142116,-0.110711,-0.107146,-0.170657,-0.214269,-0.23721,-0.154812,-0.246928,-0.203851,-0.286483,-0.357265,-0.507176,-0.508714	0.490078,0.349283,0.270549,0.5397,0.560943,0.397467,0.334865,0.215398,0.208887,0.14689,0.183864,0.26419,0.293059,0.186405,0.359594,0.343088,0.319982,0.428805,0.565179,0.567351
0.234968,-0.0397364,0.0221414,0.0917772,0.0370973,0.0826824,-0.0649959,0.164372,0.101743,0.00909036,0.0137017,0.0544157,0.0538129,0.0357306,0.130695,0.144014,0.0146038,0.0827364,0.0904618,0.0830937	-0.292031,-0.387747,-0.241126,-0.464571,-0.526708,-0.302472,-0.391865,-0.0915601,-0.14138,-0.140904,-0.170225,-0.215834,-0.258314,-0.155871,-0.234247,-0.198949,-0.327796,-0.364155,-0.503765,-0.503904	0.49316,0.353457,0.261869,0.533598,0.553,0.375757,0.335411,0.252138,0.239675,0.149802,0.183498,0.267112,0.307848,0.190541,0.354101,0.333411,0.340769,0.433821,0.568328,0.563407
0.627675,0.596695,0.645347,0.593824,0.612414,0.600743,0.532095,0.571741,0.559812,0.655783,0.591691,0.609351,0.7034,0.644157,0.638451,0.72872,0.623767,0.657105,0.77309,0.747809	0.630515,0.644523,0.704119,0.628521,0.516385,0.626538,0.521607,0.640524,0.610285,0.672567,0.60569,0.632787,0.65538,0.629467,0.638749,0.725092,0.628712,0.66418,0.786249,0.753374	-0.00470117,-0.0777164,-0.107719,-0.055358,0.140443,-0.0413644,0.0145161,-0.108528,-0.0766657,-0.0300282,-0.0218175,-0.0381431,0.0890903,0.0247094,-0.000503867,0.00769278,-0.00813602,-0.0125545,-0.0335548,-0.0127468
-0.0609556,0.0523337,0.159943,0.0188178,-0.152475,-0.0689412,-0.00829705,-0.00641113,-0.0079816,0.0223146,-0.00536795,-0.00454325,-0.00698285,0.00753351,-0.000551707,-0.0447091,-0.0295651,-0.0227073,-0.00152581,-0.0484504	-0.564847,-0.46365,-0.482777,-0.221438,-0.280455,-0.373206,-0.319385,-0.38497,-0.322699,-0.273764,-0.259067,-0.469932,-0.238508,-0.127663,-0.259586,-0.254303,-0.331753,-0.34587,-0.312175,-0.221792	0.52186,0.503761,0.596648,0.239258,0.133698,0.3123,0.311915,0.379496,0.31553,0.294281,0.254053,0.466385,0.231911,0.135066,0.259071,0.212004,0.305181,0.32572,0.310797,0.175225
