-0.164857,0.208656,-0.128493,-0.398828,-0.132685,-0.011869,0.281197,0.275209,-0.026979,-0.0727659,0.00503662,-0.586418,-0.222248,-0.158188,0.35971,0.187739,0.360442,0.193954,0.13206,0.411712	-0.148302,-0.615421,-0.678356,-0.705759,-0.575851,-0.636967,-0.383556,-0.271315,-0.278933,-0.707397,-0.395038,-0.898743,-0.673438,-0.7349,-0.427628,0.230875,-0.107364,-0.369033,-0.419687,-0.600455	-0.0169699,0.730299,0.602368,0.427169,0.479828,0.62986,0.600036,0.508551,0.253864,0.669071,0.399281,0.660362,0.530606,0.652575,0.682374,-0.0450902,0.450377,0.525383,0.522773,0.811542
-0.41683,0.310836,-0.110962,-0.327143,-0.118266,-0.506418,0.302268,0.386321,0.362899,-0.116225,-0.0410232,-0.10773,-0.013073,-0.349284,0.392342,0.266549,0.322085,0.187757,0.019054,0.378808	-0.344022,-0.597902,-0.605173,-0.622845,-0.568012,-0.904465,-0.127647,0.05574,0.346584,-0.663802,-0.301188,-0.610421,-0.564221,-0.792197,-0.330255,0.122391,-0.495476,-0.564169,-0.592721,-0.664498	-0.0849956,0.766318,0.529787,0.371373,0.482134,0.734453,0.413944,0.337857,0.0186618,0.593354,0.263419,0.538076,0.555244,0.612352,0.639708,0.14902,0.705046,0.679906,0.604943,0.8335
-0.157427,0.0630432,-0.0992847,-0.392674,-0.0843834,-0.270472,0.164378,-0.128396,-0.290198,0.0910343,0.0391869,-0.691564,0.159426,0.0399753,-0.000192822,-0.221608,-0.167006,-0.0991406,0.192541,0.289032	-0.328908,-0.862914,-0.758628,-0.75793,-0.563104,-0.879876,-0.715687,-0.654088,-0.503101,-0.763108,-0.610899,-0.935551,-0.668791,-0.846867,-0.856003,-0.678069,-0.682791,-0.456942,-0.306859,-0.718749	0.180846,0.878184,0.71305,0.520025,0.502603,0.799724,0.787429,0.573888,0.249301,0.79866,0.634887,0.691169,0.748418,0.857802,0.855951,0.53718,0.58217,0.374779,0.47154,0.834434
-0.129914,0.0528471,-0.195044,-0.503284,-0.0814815,-0.259771,0.172195,-0.120604,-0.314871,0.111151,0.0776548,-0.716814,0.116101,-0.0323121,-0.0325633,-0.19868,-0.162207,-0.0754064,0.195054,0.254991	-0.342432,-0.864686,-0.73434,-0.824822,-0.567203,-0.874406,-0.70801,-0.660394,-0.535089,-0.763098,-0.656407,-0.941418,-0.664019,-0.852518,-0.868436,-0.666352,-0.666739,-0.35535,-0.374794,-0.786184	0.222413,0.877437,0.629452,0.549749,0.509258,0.79528,0.784555,0.586502,0.264839,0.805893,0.698459,0.69071,0.724283,0.84344,0.860198,0.539035,0.565714,0.287651,0.531027,0.867306
-0.151344,0.076446,-0.0819401,-0.332733,-0.102155,-0.157862,0.0599671,0.0436603,-0.263974,0.142012,0.0474212,-0.62332,0.12874,-0.313445,0.187202,-0.117486,-0.0362676,0.0169424,0.14733,0.27837	-0.341641,-0.857713,-0.726108,-0.676601,-0.596011,-0.829507,-0.75648,-0.609658,-0.505602,-0.722839,-0.61316,-0.921136,-0.596305,-0.866089,-0.748911,-0.625562,-0.591427,-0.323288,-0.500099,-0.778451	0.200672,0.876677,0.684919,0.443773,0.525874,0.772847,0.781017,0.636379,0.278844,0.784337,0.641916,0.699366,0.673353,0.758575,0.821009,0.548379,0.567329,0.338377,0.603001,0.868598
-0.142379,0.113927,-0.0354211,-0.327417,-0.116832,-0.0108917,0.230164,0.0240399,-0.280324,0.197588,0.0210541,-0.603466,0.141458,-0.151355,0.100297,-0.159388,-0.133906,-0.0324143,0.205148,0.27957	-0.264409,-0.844245,-0.697264,-0.69285,-0.573141,-0.764662,-0.677168,-0.579496,-0.529191,-0.713212,-0.631643,-0.916795,-0.624265,-0.850149,-0.803289,-0.653654,-0.632398,-0.357057,-0.477221,-0.797112	0.126804,0.874099,0.678603,0.472655,0.489056,0.760101,0.784985,0.595243,0.292215,0.798302,0.644131,0.70136,0.703591,0.801989,0.836215,0.55175,0.544611,0.328444,0.621522,0.88047
-0.0709604,0.0522838,-0.111855,-0.136046,-0.0905829,0.275377,0.257269,-0.0387302,0.0789351,0.237968,0.180592,-0.750595,-0.0983713,0.216529,0.296398,0.150529,0.424906,0.170061,0.426007,-0.0828788	-0.144025,-0.78669,-0.681004,-0.489293,-0.515291,-0.467081,-0.243581,-0.658356,-0.268252,-0.662185,-0.468482,-0.944328,-0.560075,-0.543281,-0.511142,-0.103117,0.121286,-0.344091,-0.0977506,-0.872787	0.0738192,0.805829,0.616078,0.378439,0.445503,0.657844,0.471315,0.635838,0.339988,0.777617,0.598443,0.665312,0.488625,0.679836,0.701293,0.249769,0.320117,0.485729,0.502819,0.851502
-0.058028,0.0616878,-0.186864,-0.130199,-0.0989172,0.260051,0.366173,-0.0385635,-0.102854,0.271433,0.211558,-0.743712,0.283266,0.215661,0.300297,0.146218,0.52351,0.056505,0.424598,-0.0789433	-0.0928317,-0.764422,-0.737574,-0.481993,-0.483859,-0.594108,0.0514119,-0.658356,-0.468412,-0.639471,-0.411269,-0.938572,-0.315554,-0.543149,-0.512967,-0.126828,0.126187,-0.437549,-0.100101,-0.845294	0.0349923,0.788909,0.638745,0.375349,0.404292,0.739853,0.320801,0.635938,0.384061,0.776179,0.572973,0.64529,0.549685,0.679246,0.704709,0.268075,0.425427,0.482134,0.503307,0.821146
0.467723,0.249481,0.454723,0.795987,0.636093,0.456928,0.137335,0.45324,-0.0183709,0.599843,0.52111,0.0533177,0.294526,0.657559,0.379203,0.352403,0.398954,0.711509,0.547604,0.64356	0.597816,0.218265,0.633951,0.93079,0.602669,-0.135026,0.50369,0.793695,0.283735,0.850872,0.80541,0.619773,0.409821,0.619454,0.515149,0.159197,-0.107856,0.268269,0.290016,0.459206	-0.180587,0.0330144,-0.251822,-0.520269,0.0542022,0.557555,-0.39358,-0.531741,-0.300539,-0.512712,-0.489926,-0.585814,-0.131121,0.0642936,-0.168949,0.20469,0.485902,0.547801,0.30622,0.26169
-0.10475,-0.248337,0.139387,0.229409,-0.0124408,0.213077,0.232306,-0.443806,0.312286,-0.210378,0.00798802,0.430961,-0.265927,0.0302509,-0.421829,-0.0667995,-0.218064,-0.483704,0.137246,0.126008	-0.295166,-0.695277,-0.178765,0.000575278,-0.0299089,-0.358089,-0.320725,-0.596714,0.244264,-0.381358,-0.427247,0.260742,-0.420514,-0.431594,-0.795113,-0.60657,-0.53254,-0.310894,0.298953,-0.166785	0.196491,0.540215,0.310418,0.228864,0.0174747,0.530676,0.514684,0.207988,0.0736393,0.185894,0.433755,0.191768,0.17405,0.455893,0.56167,0.562564,0.355794,-0.203397,-0.168625,0.286766
