P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.130824	4.65275	1.63767e-06	0.147459	10384	7127.36	5478.24
APHP	APLP	GL	0.144186	4.48254	3.68799e-06	0.0874675	10369.7	7236.67	5412.79
APLP	APHP	MADHP	0.0697172	4.32049	7.78411e-06	0.0321628	16848.2	5502.9	4785.61
APLP	APHP	MADLP	0.0667016	3.95947	3.75587e-05	0.0329536	16876.4	5479.96	4794.63
APLP	APHP	OH	0.0562795	3.29631	0.000489827	0.0581279	16782.4	5414.79	4837.78
APLP	APHP	OL	0.0595923	3.60444	0.000156411	0.0506689	16824.1	5457.81	4843.91
APHP	APLP	TACHP	0.091489	4.81465	7.37304e-07	0.0756802	10787.1	6599.11	5492.83
APHP	APLP	TACLP	0.0966514	4.88115	5.27357e-07	0.0552024	10640.5	6652.86	5480.18
GL	GH	APHP	0.00806991	0.494995	0.310302	0.0200738	15776.6	3194.34	3143.2
GH	APHP	MADHP	0.0623686	2.54059	0.00553326	0.036407	13383.3	6943.75	6128.46
GH	APHP	MADLP	0.0642436	2.53728	0.00558583	0.0400091	13434.2	6943.58	6105.27
GH	APHP	OH	0.0510543	2.1604	0.0153707	0.0666509	13337.1	6875.21	6207.3
GH	APHP	OL	0.0584954	2.47332	0.00669324	0.0623571	13385	6924.45	6159.12
TACHP	GH	APHP	0.0278925	2.19391	0.0141208	0.134232	8991.74	7159.37	6770.82
TACLP	GH	APHP	0.0182428	1.32702	0.0922512	0.0921875	8932.79	7105.98	6851.36
GL	APHP	MADHP	0.0682548	2.72569	0.00320836	0.0396555	13361.5	6973.06	6081.99
GL	APHP	MADLP	0.0696413	2.57689	0.00498462	0.0432024	13413.5	6973.97	6065.86
GL	APHP	OH	0.0574846	2.36289	0.00906659	0.0741382	13305.6	6894.83	6145.23
GL	APHP	OL	0.0650754	2.61747	0.00442925	0.068811	13368.7	6959.28	6108.87
TACHP	GL	APHP	0.0248428	1.70797	0.0438209	0.116778	9195.78	6959.48	6622.08
TACLP	GL	APHP	0.01497	0.912665	0.180709	0.0736817	9146.42	6897.89	6694.41
MADLP	MADHP	APHP	0.00754431	0.925008	0.177481	0.00567656	20954.7	3410.42	3359.34
OH	MADHP	APHP	0.00193625	0.243545	0.403792	0.00248862	14649.7	5762.68	5740.41
OL	MADHP	APHP	0.00204679	0.269998	0.393581	0.00234418	16339.2	5137.61	5116.62
TACHP	APHP	MADHP	0.147167	5.2759	6.60514e-08	0.0822504	13589	7537.93	5603.89
TACLP	APHP	MADHP	0.152663	5.27478	6.64582e-08	0.0845078	13704.3	7519.38	5527.59
MADLP	OH	APHP	0.00250251	0.288357	0.386537	0.00320106	14637.7	5768.68	5739.88
MADLP	OL	APHP	0.00293049	0.326241	0.372121	0.00334287	16261.9	5148.13	5118.04
TACHP	APHP	MADLP	0.152474	5.38876	3.54721e-08	0.0903657	13650.7	7548.59	5551.21
TACLP	APHP	MADLP	0.157693	5.42358	2.92077e-08	0.0924758	13757.4	7521.38	5472.36
OH	OL	APHP	0.000109806	0.0227762	0.490914	0.000143555	14520.7	5850.05	5848.77
TACHP	APHP	OH	0.124245	4.62157	1.90424e-06	0.14873	13473.6	7400.3	5764.62
TACLP	APHP	OH	0.129325	4.66714	1.52712e-06	0.152907	13587.9	7380.62	5690.23
TACHP	APHP	OL	0.143669	5.30035	5.77919e-08	0.141095	13595.2	7523.16	5633.03
TACLP	APHP	OL	0.148967	5.38413	3.63976e-08	0.144675	13708.3	7502.3	5556.9
TACHP	TACLP	APHP	0.0302452	1.2404	0.107415	0.0463098	17715.6	2280.99	2147.06
GH	GL	APLP	0.0185045	0.901376	0.183694	0.0158755	14211.7	3402.16	3278.54
GH	APLP	MADHP	0.00821339	0.452187	0.325567	0.0043768	14821.4	6015.4	5917.39
GH	APLP	MADLP	0.0128256	0.692691	0.244252	0.00730063	14865.2	6040.13	5887.16
GH	APLP	OH	0.00759613	0.489805	0.312136	0.0090717	14717.3	6029.34	5938.44
GH	APLP	OL	0.012661	0.734555	0.231305	0.0123378	14779.3	6055.7	5904.27
APLP	TACHP	GH	0.0117213	0.453649	0.325041	0.0192219	6794.11	7908.75	7725.49
APLP	TACLP	GH	0.0114914	0.449858	0.326406	0.0186378	6912.09	7820.85	7643.15
GL	APLP	MADHP	0.0146969	0.818311	0.20659	0.00773422	14928.8	5999.16	5825.37
GL	APLP	MADLP	0.0188547	0.92674	0.177031	0.0105995	14967.9	6019.16	5796.38
GL	APLP	OH	0.0145843	0.908026	0.181932	0.0170693	14815	6003.36	5830.77
GL	APLP	OL	0.0199625	1.07722	0.140691	0.0191373	14889.4	6042.15	5805.64
APLP	TACHP	GL	0.0262772	0.771151	0.220309	0.0216728	6586.3	8053.73	7641.31
APLP	TACLP	GL	0.0273231	0.79435	0.213496	0.0223165	6703.87	7983.2	7558.55
MADLP	MADHP	APLP	0.00287134	0.288833	0.386354	0.00115126	21600.3	3338.74	3319.62
MADHP	OH	APLP	0.010425	1.23486	0.108442	0.00711353	15204.9	5718.67	5600.67
MADHP	OL	APLP	0.0081702	1.0675	0.142872	0.00496781	16920.1	5083.6	5001.21
TACHP	APLP	MADHP	0.0989852	4.17203	1.50949e-05	0.0517454	14629.1	6754.5	5537.75
TACLP	APLP	MADHP	0.104863	4.3118	8.09653e-06	0.0540729	14789.2	6714.24	5439.73
MADLP	OH	APLP	0.0120973	1.35292	0.0880402	0.0082577	15182	5736.04	5598.92
MADLP	OL	APLP	0.0100482	1.09699	0.136324	0.00611399	16829.7	5102.09	5000.58
TACHP	APLP	MADLP	0.106938	4.5034	3.34375e-06	0.0593609	14684.3	6790.62	5478.57
TACLP	APLP	MADLP	0.112491	4.70868	1.2466e-06	0.0615447	14837.2	6743.18	5379.49
OL	OH	APLP	0.00309141	0.527869	0.298795	0.00215818	15026.1	5777.16	5741.55
TACHP	APLP	OH	0.0858289	3.99475	3.23816e-05	0.0962381	14453.2	6696.64	5637.98
TACLP	APLP	OH	0.0912876	4.18876	1.40242e-05	0.100712	14611.8	6654.9	5541.52
TACHP	APLP	OL	0.103525	4.51059	3.2323e-06	0.0952685	14594.2	6801.98	5525.75
TACLP	APLP	OL	0.109241	4.76179	9.5944e-07	0.0990205	14752.5	6760	5428.51
TACHP	TACLP	APLP	0.0441848	1.60556	0.0541852	0.0229842	16629	2367.03	2166.71
GL	GH	MADHP	0.0140297	0.690194	0.245036	0.00337235	22575.6	2738.41	2662.63
