P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.0196597	0.863432	0.19395	0.0166133	8807.13	3592.86	3454.32
APHP	APLP	GL	0.0334508	1.41166	0.0790257	0.0168145	8702.14	3638.84	3403.27
APLP	APHP	MADHP	0.0688135	4.29236	8.83919e-06	0.0304412	11055.2	3288.34	2864.91
APLP	APHP	MADLP	0.0642642	3.89094	4.99287e-05	0.0296746	11007.8	3285.48	2888.7
APLP	APHP	OH	0.0583511	3.47422	0.000256171	0.056935	10964.6	3287.43	2924.93
APLP	APHP	OL	0.0640678	3.84155	6.11299e-05	0.0545224	10957.4	3307.92	2909.57
APHP	APLP	TACHP	0.0227301	1.46933	0.0708721	0.0141209	8811.58	3465.75	3311.69
APHP	APLP	TACLP	0.0132559	0.649734	0.257932	0.00601733	8862.21	3445.96	3355.8
GH	GL	APHP	0.0138607	0.4954	0.310159	0.0160565	11166.2	1973	1919.05
GH	APHP	MADHP	0.0286612	1.63562	0.0509591	0.0193659	7193.48	4779.4	4513.07
GH	APHP	MADLP	0.0323312	1.93447	0.0265276	0.0226639	7170.65	4801.12	4500.39
GH	APHP	OH	0.0220176	1.40628	0.0798201	0.0333186	7128.64	4804.3	4597.3
GH	APHP	OL	0.0263049	1.63353	0.0511791	0.0345297	7113.71	4817.03	4570.1
APHP	GH	TACHP	0.141469	7.20638	2.8729e-13	0.13833	4729.29	6092.33	4582.21
APHP	GH	TACLP	0.1452	7.14152	4.6151e-13	0.103799	4732.02	6133.85	4578.43
GL	APHP	MADHP	0.0386669	2.14575	0.0159463	0.025669	7240.36	4772.34	4417.01
GL	APHP	MADLP	0.0446082	2.57722	0.00497999	0.0306659	7227.5	4804.02	4393.72
GL	APHP	OH	0.039742	2.3922	0.00837389	0.0578304	7204.96	4826.68	4457.7
GL	APHP	OL	0.0420283	2.43505	0.0074449	0.0533867	7176.84	4826.22	4436.9
APHP	GL	TACHP	0.168904	6.2697	1.80868e-10	0.164253	4612.64	6204.78	4411.62
APHP	GL	TACLP	0.161957	4.96732	3.39429e-07	0.115201	4673.84	6192.57	4466.3
MADHP	MADLP	APHP	0.01014	1.09997	0.135673	0.00770478	13579.3	2219.01	2174.46
MADHP	OH	APHP	0.0116682	1.54418	0.0612719	0.0155214	9090.27	3890.7	3800.95
MADHP	OL	APHP	0.0168106	2.19869	0.01395	0.020302	9996.28	3550.48	3433.08
TACHP	APHP	MADHP	0.110803	7.72547	5.57215e-15	0.0705171	7393.69	5126.68	4103.91
TACLP	APHP	MADHP	0.0966128	3.36642	0.000380749	0.0622491	7338.2	5077.72	4183.01
MADLP	OH	APHP	0.00589085	0.852746	0.1969	0.00787261	9111.29	3858.86	3813.66
MADLP	OL	APHP	0.0103591	1.28839	0.0988054	0.0126915	9911.93	3552.58	3479.73
TACHP	APHP	MADLP	0.122319	8.28507	5.90348e-17	0.0800233	7401.6	5179.14	4050.21
TACLP	APHP	MADLP	0.108998	3.64701	0.000132654	0.0721734	7352.82	5136.89	4127.13
OH	OL	APHP	0.00356118	0.82731	0.204031	0.00486583	9029.59	3896.05	3868.4
TACHP	APHP	OH	0.103	5.98511	1.08121e-09	0.137827	7318.63	5141.37	4181.15
TACLP	APHP	OH	0.0904061	2.88811	0.00193784	0.123512	7277.16	5106.43	4259.67
TACHP	APHP	OL	0.115461	7.27781	1.69645e-13	0.134504	7328.6	5178.99	4106.84
TACLP	APHP	OL	0.101943	3.42791	0.000304122	0.121212	7282.27	5139.19	4188.32
TACLP	TACHP	APHP	0.00251371	0.102452	0.459199	0.0018505	12397.5	1300.45	1293.93
GH	GL	APLP	0.0385632	1.37269	0.0849251	0.0165807	10990.5	2032.86	1881.9
