P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.0445992	2.78812	0.00265072	0.0530945	9483.47	4953.73	4530.73
APHP	APLP	GL	0.0369401	1.9612	0.024928	0.0210273	9250.84	4986.27	4631
APLP	APHP	MADHP	0.0559635	7.53853	2.37644e-14	0.0243433	13576.6	4143.56	3704.36
APLP	APHP	MADLP	0.0540283	7.31159	1.32003e-13	0.0269232	13509.2	4153.24	3727.46
APLP	APHP	OH	0.0445568	7.54879	2.19654e-14	0.052915	13378.5	4149.33	3795.34
APLP	APHP	OL	0.0525671	7.2764	1.7142e-13	0.044835	13508	4159.28	3743.84
APHP	APLP	TACHP	0.0624005	3.27793	0.00052286	0.0436385	9529.59	4983.06	4397.7
APHP	APLP	TACLP	0.0602092	3.08704	0.0010108	0.0314327	9513.39	4977.82	4412.44
GH	GL	APHP	0.054191	2.54885	0.00540398	0.123157	12091.5	3238.06	2905.15
GH	APHP	MADHP	0.052516	4.3846	5.80989e-06	0.0306756	10062.1	5581.84	5024.82
GH	APHP	MADLP	0.0520235	4.50922	3.25338e-06	0.0347032	10001.6	5598.37	5044.68
GH	APHP	OH	0.0381852	3.88696	5.07545e-05	0.0608717	9859.15	5582.71	5172.03
GH	APHP	OL	0.0495041	4.86786	5.64062e-07	0.0564673	10004.8	5608.84	5079.71
APHP	GH	TACHP	0.136022	6.38787	8.41064e-11	0.132305	5819.7	7416.61	5640.55
APHP	GH	TACLP	0.127466	6.15399	3.7778e-10	0.0924754	5841.07	7356.17	5692.86
GL	APHP	MADHP	0.056147	3.98191	3.41822e-05	0.0322593	10332.3	5519.08	4932.27
GL	APHP	MADLP	0.0542828	3.87885	5.24755e-05	0.0356713	10269.7	5533.52	4963.71
GL	APHP	OH	0.039133	3.31429	0.000459375	0.0613937	10117.3	5508	5093.14
GL	APHP	OL	0.0517955	4.31974	7.81058e-06	0.0582087	10280.1	5551.18	5004.45
APHP	GL	TACHP	0.179328	5.12934	1.45378e-07	0.172562	5811.91	7616.03	5299.85
APHP	GL	TACLP	0.172154	4.87934	5.32194e-07	0.12367	5829.85	7573.3	5348.73
MADHP	MADLP	APHP	0.0142647	1.72658	0.042122	0.0107115	16888.2	2739.98	2662.91
MADHP	OH	APHP	0.0205106	2.37671	0.00873391	0.0283295	10950	5071.7	4867.83
MADHP	OL	APHP	0.00980987	0.989367	0.161242	0.0117168	12675.2	4340.99	4256.64
TACHP	APHP	MADHP	0.10464	7.86031	1.91589e-15	0.0593808	10167.2	5866.03	4754.69
TACLP	APHP	MADHP	0.102054	7.52509	2.63415e-14	0.0579392	10178	5845.91	4763.21
MADLP	OH	APHP	0.0127564	1.54039	0.0617325	0.0178109	10935.2	5033.28	4906.48
MADLP	OL	APHP	0.000837453	0.12942	0.448513	0.00102153	12563.5	4344.79	4337.52
TACHP	APHP	MADLP	0.119163	8.95685	1.6263e-19	0.0761584	10179.7	5955.62	4687.37
TACLP	APHP	MADLP	0.117134	8.81828	5.96311e-19	0.0748438	10188.5	5933.52	4689.23
OL	OH	APHP	0.0120566	1.61783	0.0528491	0.0168064	11011.7	5016.58	4897.05
TACHP	APHP	OH	0.0836296	6.22911	2.34543e-10	0.124793	9955.62	5858.33	4954.09
TACLP	APHP	OH	0.0835646	6.18907	3.02598e-10	0.124478	9971.26	5843.03	4941.8
TACHP	APHP	OL	0.0961188	7.62733	1.19834e-14	0.104551	10100.9	5884.1	4852.14
TACLP	APHP	OL	0.0951386	7.24404	2.17751e-13	0.103283	10108.3	5860.53	4842.28
TACHP	TACLP	APHP	0.0102653	0.513786	0.303701	0.0106909	15490.6	1522.44	1491.5
GH	GL	APLP	0.0422232	1.89762	0.0288732	0.0298335	11770.9	3272.68	3007.51
GH	APLP	MADHP	0.0114896	0.782002	0.217107	0.00648876	10528.8	5186.29	5068.46
GH	APLP	MADLP	0.0124201	0.889046	0.186989	0.00801808	10465.2	5213.19	5085.28
GH	APLP	OH	0.00543164	0.460619	0.322536	0.00840052	10299.6	5246.16	5189.48
GH	APLP	OL	0.0109798	0.838573	0.200854	0.0121308	10468.2	5233.76	5120.08
APLP	GH	TACHP	0.0919889	3.22003	0.000640896	0.092733	5893.4	7067.31	5876.61
APLP	GH	TACLP	0.0848692	2.97233	0.00147774	0.0630237	5925.25	7017.35	5919.42
GL	APLP	MADHP	0.0145567	0.846156	0.198733	0.00811515	10751.8	5144.1	4996.49
GL	APLP	MADLP	0.0141299	0.844867	0.199092	0.00901882	10686.1	5168.94	5024.9
GL	APLP	OH	0.00590363	0.443161	0.328824	0.00900595	10503.9	5185.3	5124.43
GL	APLP	OL	0.0127981	0.850538	0.197513	0.0139796	10694.5	5194.9	5063.61
APLP	GL	TACHP	0.134766	3.44477	0.000285776	0.134898	5838.1	7286.96	5556.14
APLP	GL	TACLP	0.129067	3.32458	0.000442753	0.0952449	5869.05	7257.24	5598.04
MADHP	MADLP	APLP	0.0170976	1.6768	0.0467911	0.00635172	17265.4	2691.43	2600.94
MADHP	OH	APLP	0.0295271	2.83549	0.00228779	0.02029	11271.9	5039.59	4750.52
MADHP	OL	APLP	0.0127898	1.13745	0.127676	0.0075886	13029.5	4279.85	4171.76
TACHP	APLP	MADHP	0.0663443	4.17967	1.45967e-05	0.0359139	10727.4	5401.7	4729.55
TACLP	APLP	MADHP	0.063563	3.92667	4.30648e-05	0.0344361	10720.3	5383.67	4740.17
MADLP	OH	APLP	0.0202668	2.10535	0.0176306	0.0140294	11254.5	4998.6	4800.01
MADLP	OL	APLP	0.00206063	0.248113	0.402023	0.00124395	12915.3	4281.18	4263.57
TACHP	APLP	MADLP	0.0829689	5.61355	9.9106e-09	0.05059	10733.5	5498.25	4655.78
TACLP	APLP	MADLP	0.0806724	5.4212	2.96e-08	0.0492225	10728.5	5482.29	4663.78
