P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.213658	14.4004	0	0.305413	11036.6	10933.9	7084.18
APHP	APLP	GL	0.232133	13.1094	0	0.158062	10884.4	11191.7	6974.66
APLP	APHP	MADHP	0.0758805	4.66539	1.54017e-06	0.0425534	17696.2	7751.84	6658.39
APLP	APHP	MADLP	0.0753292	4.50889	3.25845e-06	0.0451281	17724.7	7752.02	6665.92
APLP	APHP	OH	0.0647933	4.52879	2.96609e-06	0.085158	17772.4	7673.93	6740
APLP	APHP	OL	0.0742292	5.17959	1.11187e-07	0.0788656	17814.5	7732.3	6663.7
APHP	APLP	TACHP	0.116062	6.85624	3.53479e-12	0.0929841	12286.2	9431.07	7469.55
APHP	APLP	TACLP	0.112832	6.42307	6.67758e-11	0.0668408	12344.4	9374	7473.11
GH	GL	APHP	0.00439434	0.311807	0.377594	0.0193282	18980.2	4874.31	4831.66
GH	APHP	MADHP	0.0499879	5.23401	8.29376e-08	0.0328517	14766.5	8774.6	7939.12
GH	APHP	MADLP	0.0483211	5.58699	1.1552e-08	0.0339692	14784.6	8764.37	7956.41
GH	APHP	OH	0.0391271	5.13203	1.43318e-07	0.061436	14860.5	8714.48	8058.21
GH	APHP	OL	0.0474198	6.22695	2.37799e-10	0.0597575	14893.7	8763.92	7970.38
APHP	GH	TACHP	0.139756	7.46502	4.1643e-14	0.132486	9464.66	11394.9	8600.43
APHP	GH	TACLP	0.132901	6.75517	7.1333e-12	0.0929808	9544.3	11269.4	8625.38
GL	APHP	MADHP	0.0606827	4.17033	1.52083e-05	0.039415	14853.1	8818.56	7809.53
GL	APHP	MADLP	0.0580539	4.08435	2.21003e-05	0.0403868	14871	8808.08	7841.51
GL	APHP	OH	0.0468231	4.14088	1.72987e-05	0.0724503	14943.7	8755.03	7971.83
GL	APHP	OL	0.0572121	4.64427	1.70638e-06	0.0709551	14983.1	8810.68	7857.08
APHP	GL	TACHP	0.159417	7.90667	1.32181e-15	0.152131	9369.38	11672.3	8462.5
APHP	GL	TACLP	0.154665	7.94825	9.45804e-16	0.108979	9431.68	11569.5	8470.11
MADLP	MADHP	APHP	0.00338305	0.480754	0.315346	0.00344965	24610.3	4207.09	4178.72
OH	MADHP	APHP	0.0105068	1.1837	0.118266	0.0184446	16743.5	7413.16	7259.01
OL	MADHP	APHP	0.0105385	1.536	0.0622693	0.0165465	18627.8	6610.24	6472.37
TACHP	APHP	MADHP	0.138268	7.76836	3.97539e-15	0.0878031	14873.3	9745.67	7378.01
TACLP	APHP	MADHP	0.143867	7.64053	1.08162e-14	0.0910091	14864.2	9791.27	7328.33
OH	MADLP	APHP	0.00862118	0.961679	0.168105	0.0150525	16882.2	7358.15	7232.37
OL	MADLP	APHP	0.00831496	1.11531	0.132359	0.0131436	18551.7	6639.32	6529.82
TACHP	APHP	MADLP	0.1379	7.37581	8.16757e-14	0.0930911	14888.7	9732.69	7373.72
TACLP	APHP	MADLP	0.143281	7.4043	6.5922e-14	0.0963521	14877.2	9775.89	7325.57
OH	OL	APHP	0.00108911	0.237193	0.406253	0.00194852	16550.7	7485.18	7468.9
TACHP	APHP	OH	0.118844	7.12335	5.26684e-13	0.168637	14860.3	9578.5	7543.65
TACLP	APHP	OH	0.122785	7.41083	6.27549e-14	0.173428	14844.4	9617.29	7513.85
TACHP	APHP	OL	0.12998	7.14343	4.55167e-13	0.151299	14928.4	9662.91	7439.88
TACLP	APHP	OL	0.134226	7.39805	6.90989e-14	0.155491	14912	9701.12	7405.04
TACLP	TACHP	APHP	0.0104779	0.802448	0.211147	0.0176415	24064.9	2637.15	2582.46
GH	GL	APLP	0.0390932	1.95706	0.0251703	0.103584	15336.9	5447.96	5038.03
APLP	GH	MADHP	0.018244	0.949004	0.171309	0.0100397	17876.1	7199.04	6941.07
APLP	GH	MADLP	0.0196393	0.988347	0.161491	0.0115566	17897.9	7219.93	6941.8
APLP	GH	OH	0.0194917	1.04803	0.147313	0.0253177	17913.4	7261.33	6983.67
APLP	GH	OL	0.0194117	0.991404	0.160744	0.0202997	17995.6	7222.61	6947.54
APLP	GH	TACHP	0.0476386	2.96228	0.00152685	0.0435478	11078.2	9158.73	8325.79
APLP	GH	TACLP	0.0427583	2.60929	0.00453658	0.0280025	11186.1	9061.55	8318.41
APLP	GL	MADHP	0.00610758	0.235181	0.407034	0.00328525	18213.7	6953.15	6868.73
APLP	GL	MADLP	0.00862875	0.318275	0.375138	0.00496597	18231.8	6985.31	6865.79
APLP	GL	OH	0.0107919	0.474268	0.317654	0.0137421	18247.4	7058.5	6907.78
APLP	GL	OL	0.00829401	0.333507	0.369376	0.00848772	18333.6	6990.63	6875.62
APLP	GL	TACHP	0.0719685	3.59767	0.000160541	0.0652192	11210.8	9296.79	8048.47
APLP	GL	TACLP	0.0695806	3.5668	0.000180681	0.0451616	11291	9211.85	8013.31
MADLP	MADHP	APLP	0.0025775	0.34221	0.366097	0.00140902	25581.9	4085.22	4064.22
MADHP	OH	APLP	0.000375829	0.0501683	0.479994	0.000360979	17568.9	7150.46	7145.09
OL	MADHP	APLP	0.00888556	1.60177	0.0546037	0.00753346	19527.1	6416.15	6303.13
TACHP	APLP	MADHP	0.0820797	7.98153	7.22621e-16	0.047253	16581.7	8399.08	7124.88
TACLP	APLP	MADHP	0.0880619	7.18203	3.43414e-13	0.0506044	16527.8	8460.45	7090.97
MADLP	OH	APLP	0.00185521	0.332731	0.369669	0.00176965	17706.1	7122.33	7095.95
