P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.104548	5.07297	1.95832e-07	0.129216	10581.1	6972.83	5652.84
APHP	APLP	GL	0.110502	4.59943	2.11827e-06	0.0721058	10548.6	7006.8	5612.36
APLP	APHP	MADHP	0.0597738	4.87943	5.31972e-07	0.0281271	16101.7	5497.57	4877.42
APLP	APHP	MADLP	0.0585605	4.97866	3.20136e-07	0.0292559	16133	5496.65	4888.49
APLP	APHP	OH	0.0491367	4.84009	6.48889e-07	0.0639664	15744.4	5526.87	5009.17
APLP	APHP	OL	0.0592591	4.83874	6.53315e-07	0.053309	15992.2	5525.81	4907.54
APHP	APLP	TACHP	0.0970502	5.68267	6.63029e-09	0.0767063	10465.1	6807.92	5603.4
APHP	APLP	TACLP	0.103455	6.00954	9.30272e-10	0.0607709	10490.3	6836.69	5554.73
GL	GH	APHP	0.0010817	0.0653858	0.473933	0.00322347	15045.2	3695.96	3687.97
GH	APHP	MADHP	0.0256871	2.27159	0.0115555	0.0156052	12457.3	6781.36	6441.7
GH	APHP	MADLP	0.0244794	2.29941	0.0107408	0.0157741	12478.3	6770.19	6446.65
GH	APHP	OH	0.0163209	1.53734	0.0621051	0.0281332	12113.1	6823.83	6604.67
GH	APHP	OL	0.0377506	3.18962	0.000712311	0.0436732	12426.6	6888.48	6387.31
APHP	GH	TACHP	0.108042	6.14475	4.0046e-10	0.110349	7088.5	8888.41	7155.05
APHP	GH	TACLP	0.104562	5.56608	1.3027e-08	0.079338	7173.54	8839.85	7166.21
GL	APHP	MADHP	0.00293187	0.141049	0.443915	0.00180361	12288.7	6620.73	6582.02
GL	APHP	MADLP	0.00268242	0.132527	0.447284	0.00174932	12312.2	6612.03	6576.65
GL	APHP	OH	0.00625398	0.324255	0.372873	0.0109427	12014.7	6733.41	6649.72
GL	APHP	OL	0.0231886	1.10932	0.133646	0.0272267	12306.5	6776.37	6469.23
APHP	GL	TACHP	0.121726	5.7557	4.31426e-09	0.124787	6991.67	9024.9	7066.2
APHP	GL	TACLP	0.122138	5.10855	1.62324e-07	0.0927959	7034.7	8993.03	7035.36
MADLP	MADHP	APHP	0.00548069	0.621915	0.266999	0.00393543	21436.7	2952.82	2920.63
MADHP	OH	APHP	0.0318832	3.52008	0.00021571	0.0474238	13651.7	6257.4	5870.72
MADHP	OL	APHP	0.0136773	1.47368	0.0702839	0.0168925	16081.2	5105.28	4967.51
TACHP	APHP	MADHP	0.125632	7.64722	1.02683e-14	0.0701774	12989.5	7247.05	5629.36
TACLP	APHP	MADHP	0.122044	6.2361	2.243e-10	0.0686626	12932.5	7263.9	5683.72
MADLP	OH	APHP	0.0345825	4.25079	1.06509e-05	0.0512032	13698.7	6265.59	5846.71
MADLP	OL	APHP	0.016925	2.14289	0.0160611	0.0207811	16130.4	5105.91	4935.95
TACHP	APHP	MADLP	0.122901	7.19823	3.04992e-13	0.0727111	13006.8	7232.11	5649
TACLP	APHP	MADLP	0.11756	6.05075	7.20867e-10	0.070036	12928.9	7228.16	5707.44
OL	OH	APHP	0.0201631	2.57248	0.00504862	0.0310898	13383.9	6297	6048.08
TACHP	APHP	OH	0.098701	7.07212	7.62898e-13	0.146073	12578	7222.19	5924.59
TACLP	APHP	OH	0.0962424	6.21206	2.61478e-10	0.143616	12527.8	7245.84	5973.57
TACHP	APHP	OL	0.129634	7.49628	3.28279e-14	0.132762	12919.3	7314.58	5635.78
TACLP	APHP	OL	0.12541	6.58528	2.27012e-11	0.129465	12852.7	7321.85	5690.03
TACLP	TACHP	APHP	0.0175962	0.786165	0.215885	0.0300438	18167	2135.99	2062.12
GH	GL	APLP	0.00861234	0.42915	0.333907	0.00728115	13855.1	3892.35	3825.87
APLP	GH	MADHP	0.0227343	1.46715	0.0711679	0.0127223	13644.7	6309.13	6028.64
APLP	GH	MADLP	0.0230973	1.56368	0.0589465	0.0136918	13655.2	6303.6	6018.98
APLP	GH	OH	0.0238316	1.73651	0.0412365	0.0368869	13241.2	6412.83	6114.29
APLP	GH	OL	0.00947879	0.650619	0.257646	0.010096	13594.9	6235.63	6118.53
APLP	GH	TACHP	0.0344705	1.77692	0.0377911	0.0364518	7455.49	7935.41	7406.57
APLP	GH	TACLP	0.0255842	1.28423	0.0995315	0.0197681	7504.13	7850.46	7458.78
APLP	GL	MADHP	0.0475295	2.0534	0.0200171	0.0263727	13508.5	6407.37	5825.93
APLP	GL	MADLP	0.0469083	2.09242	0.0182006	0.0275511	13521.7	6391.73	5818.94
APLP	GL	OH	0.035006	1.74855	0.0401843	0.0536266	13175.5	6416.06	5982.05
APLP	GL	OL	0.0254309	1.2112	0.11291	0.0268236	13504.4	6272.6	5961.48
APLP	GL	TACHP	0.0491587	2.60545	0.00458775	0.0519917	7409.15	8047.93	7293.76
APLP	GL	TACLP	0.0442667	1.96547	0.0246799	0.0341017	7406.28	7970.17	7294.46
MADLP	MADHP	APLP	0.00350765	0.403632	0.343242	0.00120469	21993.2	2889.17	2868.97
MADHP	OH	APLP	0.0411077	4.32745	7.54226e-06	0.0292063	14105.9	6193.92	5704.79
MADHP	OL	APLP	0.0141667	1.51223	0.0652375	0.0083368	16592.8	4998.61	4858.96
TACHP	APLP	MADHP	0.0830459	4.19758	1.34891e-05	0.0432745	14071.9	6504.73	5507.19
TACLP	APLP	MADHP	0.0798167	3.60002	0.000159098	0.0417137	14064.7	6493.98	5533.95
MADLP	OH	APLP	0.0428122	4.70894	1.24505e-06	0.0303903	14153.9	6203.05	5693.72
MADLP	OL	APLP	0.0162611	1.7123	0.0434208	0.00953551	16637.7	4994.93	4835.09
TACHP	APLP	MADLP	0.0811283	4.14659	1.68734e-05	0.0447835	14083.5	6496.13	5521.18
TACLP	APLP	MADLP	0.0759636	3.53628	0.000202899	0.0420331	14053.7	6462.8	5550.24
OL	OH	APLP	0.0288341	3.47591	0.000254565	0.0210584	13839.5	6234.92	5885.44
TACHP	APLP	OH	0.0635938	3.82133	6.63661e-05	0.0877965	13599.8	6521.8	5741.9
TACLP	APLP	OH	0.0614587	3.46804	0.000262132	0.0851761	13597.6	6516.06	5761.5
TACHP	APLP	OL	0.0879964	4.38599	5.77298e-06	0.0838615	13983.8	6556.26	5495.73
TACLP	APLP	OL	0.0841325	3.9269	4.30234e-05	0.0804129	13961.4	6530.29	5516.74
TACHP	TACLP	APLP	0.000819872	0.0310232	0.487626	0.000389248	17000	2177.06	2173.49
GH	GL	MADHP	0.0477922	2.09789	0.0179576	0.0138286	20362.9	3299.03	2998.08
GH	GL	MADLP	0.0458669	2.01488	0.0219588	0.0140495	20378.1	3285.38	2997.21
GH	GL	OH	0.0210933	1.1965	0.115751	0.0173893	20001.1	3278.88	3143.42
GH	GL	OL	0.0307437	1.44158	0.0747106	0.0169076	20447	3252.47	3058.45
GH	GL	TACHP	0.0290113	1.10923	0.133666	0.0161303	13320.2	3996.19	3770.86
GH	GL	TACLP	0.0368731	1.51386	0.0650304	0.0146269	13392.5	3993.61	3709.57
MADLP	MADHP	GH	0.00278613	0.28381	0.388278	0.000988733	21715.4	2891.89	2875.82
MADHP	OH	GH	0.0423053	3.21554	0.000651005	0.0312491	13861.3	6247.87	5740.69
OL	MADHP	GH	0.00240989	0.299458	0.382295	0.00146016	16390.4	4937.09	4913.35
TACHP	GH	MADHP	0.109878	5.02494	2.51801e-07	0.0554449	14270.2	6454.68	5176.65
TACLP	GH	MADHP	0.105599	4.14915	1.66856e-05	0.0539035	14175.9	6493.99	5253.47
MADLP	OH	GH	0.043731	3.34495	0.000411483	0.0321926	13896.5	6244.21	5720.96
OL	MADLP	GH	0.000781057	0.120417	0.452076	0.000471721	16431.2	4913.13	4905.46
TACHP	GH	MADLP	0.108274	4.77771	8.86515e-07	0.0578502	14277.9	6446.33	5186.77
TACLP	GH	MADLP	0.102035	4.03385	2.74347e-05	0.0551293	14163.1	6465.08	5267.91
OL	OH	GH	0.0435642	3.91307	4.55651e-05	0.0326581	13665	6358.98	5828.06
TACHP	GH	OH	0.0905526	4.50317	3.34744e-06	0.121401	13802.3	6493.96	5415.53
TACLP	GH	OH	0.087627	4.07001	2.35052e-05	0.118879	13710.3	6535.57	5482.46
TACHP	GH	OL	0.100935	4.53192	2.92256e-06	0.0931214	14261.7	6422.45	5244.82
TACLP	GH	OL	0.0961114	3.95413	3.84065e-05	0.0896965	14152.9	6447.3	5316.65
TACLP	TACHP	GH	0.0300948	1.27432	0.101276	0.0156155	16584.2	2286.51	2152.91
MADLP	MADHP	GL	0.00503021	0.405676	0.34249	0.0011512	21405.6	2883.03	2854.18
MADHP	OH	GL	0.0285779	2.52761	0.00574207	0.0136472	13627.1	6149.13	5807.44
OL	MADHP	GL	0.0132648	1.37165	0.0850865	0.00519127	16143.2	4990.77	4860.1
TACHP	GL	MADHP	0.137291	4.44472	4.40032e-06	0.0684982	14279.9	6539.99	4961
TACLP	GL	MADHP	0.133368	3.85042	5.89579e-05	0.0669864	14214.7	6549.73	5008.26
MADLP	OH	GL	0.0310749	3.0607	0.0011041	0.0147813	13664.4	6147.53	5776.98
OL	MADLP	GL	0.010382	1.47678	0.0698669	0.00404474	16184	4954.16	4852.35
TACHP	GL	MADLP	0.134582	4.20722	1.29264e-05	0.0710766	14292.7	6523.97	4976.24
TACLP	GL	MADLP	0.128788	3.72512	9.76119e-05	0.0684107	14203.1	6509.25	5023.91
OL	OH	GL	0.0388741	4.37499	6.07186e-06	0.0187661	13482.3	6311.75	5839.38
TACHP	GL	OH	0.103446	3.71946	9.98258e-05	0.136651	13872.5	6474.3	5260.39
TACLP	GL	OH	0.100906	3.42203	0.000310775	0.134168	13807.1	6483.78	5295.21
TACHP	GL	OL	0.119146	3.80747	7.01972e-05	0.108464	14312.6	6442.03	5070.37
TACLP	GL	OL	0.114821	3.43015	0.000301623	0.105089	14226.4	6430.73	5106.06
TACLP	TACHP	GL	0.0166042	0.616014	0.268943	0.00430863	16365.1	2292.77	2217.87
MADHP	MADLP	OH	0.00505216	0.432985	0.332513	0.221549	14530.1	3866.06	3827.19
MADHP	MADLP	OL	0.00595289	0.530412	0.297913	9.5127	11427.5	4105.91	4057.31
MADHP	MADLP	TACHP	0.000431252	0.0463641	0.48151	0.000104016	22882.1	2782.93	2780.53
MADHP	MADLP	TACLP	0.00487522	0.488073	0.312749	0.000962438	22848.1	2811.28	2784.01
OH	OL	MADHP	0.199386	9.59633	0	0.244458	6383.66	10023.8	6691.1
MADHP	OH	TACHP	0.0611706	4.32596	7.59344e-06	0.0306229	14822.4	6130.46	5423.69
MADHP	OH	TACLP	0.0600429	4.0079	3.06302e-05	0.0245096	14798	6131.46	5436.87
MADHP	OL	TACHP	0.00805209	0.827452	0.203991	0.00332307	17453.2	4798.47	4721.81
MADHP	OL	TACLP	0.00902719	0.92359	0.17785	0.00303927	17421.5	4813.73	4727.6
TACHP	TACLP	MADHP	0.0108443	0.490359	0.31194	0.0016273	25102	1748.29	1710.78
OH	OL	MADLP	0.199496	9.35321	0	0.270786	6359.69	10048.4	6706
MADLP	OH	TACHP	0.0610476	4.32606	7.5901e-06	0.0305397	14852	6121.25	5416.88
MADLP	OH	TACLP	0.0577015	3.94226	4.03587e-05	0.0235704	14821.6	6116.16	5448.84
MADLP	OL	TACHP	0.0078262	1.01693	0.154594	0.00322066	17484.7	4781.38	4707.12
MADLP	OL	TACLP	0.00618383	0.772981	0.219767	0.00207854	17444.4	4788.05	4729.2
TACHP	TACLP	MADLP	0.0180338	0.879251	0.189633	0.00286546	25087.4	1761.01	1698.62
OL	OH	TACHP	0.0534659	4.03292	2.7544e-05	0.027396	14592.2	6207.75	5577.63
OL	OH	TACLP	0.0514948	3.78254	7.76175e-05	0.0215325	14571.4	6212.25	5603.78
