P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
APHP	APLP	GH	0.0913385	4.09295	2.1296e-05	0.0888004	8461.48	3863.19	3216.54
APHP	APLP	GL	0.0963425	3.77557	7.98196e-05	0.0496037	8471.77	3894.1	3209.71
APLP	APHP	MADHP	0.0770082	5.08348	1.85294e-07	0.0304589	11618.3	3406.51	2919.37
APLP	APHP	MADLP	0.0767668	5.23472	8.26177e-08	0.0324298	11628.6	3396.44	2912.15
APLP	APHP	OH	0.0663582	5.58698	1.15529e-08	0.0621067	11531.9	3348.06	2931.37
APLP	APHP	OL	0.0714107	5.82452	2.86391e-09	0.0578776	11543	3388.49	2936.79
APHP	APLP	TACHP	0.0956016	4.93259	4.05731e-07	0.061582	8243.02	3812.28	3146.96
APHP	APLP	TACLP	0.100542	5.01218	2.69085e-07	0.0500436	8128.53	3840.37	3138.68
GL	GH	APHP	0.00377472	0.153513	0.438997	0.00458206	10252.4	2276.44	2259.32
GH	APHP	MADHP	0.100958	4.80825	7.613e-07	0.0577393	8150.7	5183.89	4233.16
GH	APHP	MADLP	0.0970028	4.80553	7.7171e-07	0.0592379	8131.36	5144.18	4234.43
GH	APHP	OH	0.0830371	4.70696	1.25716e-06	0.109964	8005.82	5066.95	4289.98
GH	APHP	OL	0.0924691	4.70091	1.29504e-06	0.105603	8040.46	5130.87	4262.3
GH	TACHP	APHP	0.015495	0.703427	0.240895	0.0400087	5771.3	4878.92	4730.03
GH	TACLP	APHP	0.0266114	1.18464	0.11808	0.0685264	5750.3	4920.42	4665.33
GL	APHP	MADHP	0.116806	4.72399	1.15633e-06	0.0662511	8212.9	5263.21	4162.26
GL	APHP	MADLP	0.110187	4.36077	6.48026e-06	0.0668819	8185.58	5215.52	4180.23
GL	APHP	OH	0.102144	4.53057	2.94123e-06	0.13183	8074.92	5153.17	4198
GL	APHP	OL	0.107105	4.33727	7.21327e-06	0.120501	8099.29	5206.82	4199.37
GL	TACHP	APHP	0.0175613	0.626685	0.265433	0.044454	5903.02	4809.66	4643.65
GL	TACLP	APHP	0.0287071	0.973749	0.165091	0.0728764	5852.34	4877.29	4605.07
MADLP	MADHP	APHP	0.00524315	0.557996	0.288423	0.00303335	15282	1952.11	1931.74
MADHP	OH	APHP	0.00349792	0.374076	0.354174	0.00417535	9802.93	4008.09	3980.14
